File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar3-Sleep stage W-12,34.574,11.042,7.850,10.487,4.105,313.087,19.153,5.440,11.717,4.225,2.966,1.299,1.390,1.902,1.604,100.295,3.387,2.472,7.385,4.282,31.214,4.444,4.839,6.667,5.050,202.058,27.382,11.207,16.217,13.489,68.433,9.213,4.983,9.646,2.958,205.352,5.014,11.791,13.498,4.868,1729.993,19.535,12.597,20.132,8.275,1392.716,14.807,16.558,18.006,9.125,381.871,26.947,20.886,18.936,5.337,91.281,20.002,18.242,19.783,8.615,666.838,51.085,26.872,23.685,6.347,53.239,12.747,26.350,18.882,4.577
Omar3-Sleep stage W-13,200.168,41.275,8.167,25.540,4.752,102.651,36.238,6.062,17.048,8.320,5.239,4.188,1.020,3.702,2.669,64.329,24.628,2.661,9.942,3.912,81.330,8.317,7.083,11.392,6.614,4260.636,11.083,5.583,18.853,6.396,21.519,4.492,4.273,19.669,5.462,548.729,28.469,21.662,19.304,5.223,3983.528,37.701,33.889,25.677,11.269,3134.973,47.907,58.555,24.957,9.772,373.252,67.083,61.652,34.397,7.498,1346.027,56.549,42.039,44.505,13.199,365.730,100.293,94.532,48.888,5.518,210.360,49.201,38.709,54.952,5.977
Omar3-Sleep stage W-14,161.219,45.580,41.656,22.036,5.127,153.883,17.518,24.100,18.756,4.965,9.036,2.845,1.377,3.832,1.508,9.120,14.308,12.232,16.430,2.982,33.240,6.649,12.464,12.348,4.496,3081.320,18.237,13.477,29.949,10.208,43.025,9.215,8.890,8.859,2.861,388.195,15.364,39.338,22.273,4.756,6837.513,23.744,26.798,18.366,7.594,3693.520,29.367,39.215,15.638,9.612,1891.260,70.354,20.881,13.881,7.224,1644.022,37.931,43.698,24.440,10.267,1752.131,46.468,34.580,34.456,7.248,298.685,42.838,49.046,25.856,5.668
Omar3-Sleep stage W-15,106.735,28.328,10.407,20.691,5.674,87.936,10.526,5.771,7.722,6.968,5.386,1.354,0.734,2.108,1.212,35.376,10.697,2.348,6.583,5.919,15.901,5.148,11.835,11.960,5.201,856.253,5.743,9.920,10.380,8.367,41.825,10.537,5.203,10.087,3.378,1220.357,52.776,72.519,32.936,3.760,17491.725,55.476,81.846,29.045,9.195,10986.273,71.160,61.597,28.626,11.213,261.078,29.795,34.669,16.805,6.421,848.253,46.832,20.438,26.875,9.069,2791.790,78.477,37.653,35.089,4.882,56.849,30.011,15.958,28.016,9.403
Omar3-Sleep stage W-16,38.793,27.202,13.666,13.484,3.928,92.467,8.242,9.753,9.251,4.355,4.159,1.087,0.725,1.915,1.278,32.515,8.335,5.269,5.748,3.116,26.110,3.520,3.442,6.644,4.074,2585.051,18.459,4.525,11.685,6.209,18.066,4.059,4.114,5.664,2.950,306.791,18.987,41.254,19.987,6.301,3431.095,16.467,31.563,15.101,10.098,2720.924,11.669,27.287,20.537,9.873,432.022,56.530,19.891,19.317,7.712,1540.757,23.943,18.516,17.329,11.760,756.536,65.285,44.981,21.451,5.452,83.671,26.989,26.823,16.049,6.456
Omar3-Sleep stage W-17,129.496,7.734,7.623,13.939,6.112,99.827,5.269,10.342,12.565,5.808,10.639,0.298,0.562,2.312,1.756,82.192,2.065,5.357,10.689,6.741,65.404,2.501,4.810,8.455,5.482,3036.225,8.793,5.878,18.800,11.154,82.708,5.565,9.055,13.762,4.928,1230.297,20.828,25.933,23.204,8.277,13657.525,14.571,21.802,26.664,13.927,9241.559,25.750,13.680,27.602,14.419,367.896,56.768,25.006,20.596,8.552,1348.281,15.676,11.332,20.727,9.380,2270.084,179.337,11.281,21.415,11.493,198.468,25.429,10.189,22.444,7.609
Omar3-Sleep stage W-18,67.275,9.932,5.825,12.818,3.863,99.992,7.019,7.524,8.634,4.478,8.701,1.141,0.429,2.199,1.754,16.499,7.183,4.032,6.211,3.533,127.133,7.908,7.785,8.866,5.689,10491.373,17.903,7.258,19.769,12.404,32.475,5.216,3.502,8.960,3.414,46.377,5.473,16.522,21.204,7.525,864.702,40.708,17.630,35.183,7.212,287.468,11.969,16.010,17.231,12.106,1178.289,37.354,17.687,16.551,6.070,876.106,10.727,7.111,21.620,8.121,1491.133,77.493,31.468,35.667,11.788,60.173,7.921,14.851,24.116,7.436
Omar3-Sleep stage W-19,38.186,13.050,13.168,10.997,3.845,29.762,10.324,7.671,13.249,4.115,2.562,1.063,1.169,1.803,1.289,19.505,7.703,3.184,7.640,4.065,45.445,4.462,3.887,6.095,7.567,1692.770,19.028,13.245,19.970,3.790,27.207,8.920,3.979,7.907,3.661,639.883,32.240,18.699,17.067,7.030,12102.243,222.156,30.842,23.006,11.540,6519.779,188.331,30.722,17.000,12.235,625.315,25.681,27.292,19.238,9.884,838.354,33.009,22.469,23.545,9.859,174.603,27.283,30.522,16.925,11.099,47.011,24.132,34.018,15.837,5.413
Omar3-Sleep stage W-20,59.580,15.404,11.193,13.451,3.651,78.691,10.466,9.974,7.893,3.909,6.901,0.679,0.462,1.179,1.346,9.056,3.690,2.607,6.175,3.038,69.783,2.295,5.965,8.263,7.818,438.699,13.126,16.514,12.993,6.050,31.606,2.878,6.579,5.640,3.544,1235.097,5.366,23.443,16.220,5.535,14686.467,139.650,45.206,21.859,14.116,10545.715,67.815,19.408,18.724,15.178,358.226,17.578,20.127,16.148,5.802,392.785,19.318,17.038,18.717,9.126,954.072,38.604,34.367,14.087,6.093,23.398,18.844,28.354,18.273,5.587
Omar3-Sleep stage W-21,180.668,18.943,14.402,12.562,5.807,117.276,14.361,8.942,15.217,5.416,38.075,2.455,1.060,2.206,2.141,447.411,28.744,7.229,7.890,3.315,28.331,3.857,5.693,8.447,7.107,3390.642,26.864,15.176,16.025,8.426,78.920,8.437,5.707,9.807,2.891,240.109,12.582,47.333,19.929,8.355,934.677,18.268,24.681,24.702,11.082,1036.708,17.053,19.243,16.591,8.375,714.915,56.271,9.941,9.057,3.759,2008.402,127.649,19.769,17.519,7.342,609.199,50.751,10.089,16.211,8.884,88.768,28.302,16.017,20.425,6.017
Omar3-Sleep stage W-22,456.147,16.222,6.138,15.205,4.454,254.439,4.573,3.310,18.325,7.039,22.005,1.298,0.701,2.212,1.219,747.573,13.703,4.211,11.261,6.918,84.005,5.410,1.056,15.379,3.050,2000.444,76.253,16.137,23.824,5.562,140.990,11.040,7.036,21.841,5.934,2845.282,39.449,53.480,48.270,9.924,41750.568,138.496,45.107,37.789,11.498,22432.474,80.686,39.611,31.473,15.657,4761.710,125.150,14.879,25.643,12.152,14202.422,72.396,12.881,31.225,23.576,4387.607,79.847,21.097,27.365,10.638,2213.923,36.202,19.795,38.973,8.865
Omar3-Sleep stage W-23,426.674,34.502,28.278,12.720,5.713,61.909,6.927,8.452,9.294,5.453,16.687,1.142,1.218,1.180,1.177,683.234,16.633,12.314,5.303,3.639,18.461,6.306,4.493,8.253,9.741,638.082,27.297,15.692,12.342,12.242,201.434,3.503,10.729,9.670,3.604,991.208,20.372,16.050,24.317,6.921,2625.202,26.211,17.390,25.198,9.389,1642.120,21.169,11.660,24.168,10.814,4078.904,216.109,13.402,16.655,6.694,1566.536,110.597,35.504,21.159,13.769,4399.509,77.047,50.280,14.141,8.712,1503.313,43.556,50.283,20.015,4.321
Omar3-Sleep stage W-24,135.895,15.388,21.162,18.777,2.171,68.095,12.235,9.352,18.047,3.045,2.935,1.611,1.979,3.002,3.154,41.351,7.954,6.563,8.219,3.985,29.033,2.389,8.371,7.455,8.428,1821.736,21.198,6.383,21.541,7.547,31.006,7.520,3.543,22.187,4.319,1021.644,12.480,19.451,25.736,9.172,20747.157,28.032,41.511,25.385,10.119,10909.584,12.818,22.521,23.854,9.297,400.320,12.487,16.674,14.538,8.698,2470.784,29.283,27.728,19.950,14.317,1009.976,17.503,32.388,19.989,10.768,29.563,30.092,39.815,27.094,12.410
Omar3-Sleep stage W-25,115.844,8.714,9.636,10.592,5.189,64.030,3.741,5.873,7.976,4.929,0.863,0.580,0.940,2.180,1.541,25.077,2.856,6.666,8.183,3.702,32.179,1.366,1.407,5.385,5.096,2501.517,27.569,5.028,15.272,4.736,56.670,4.440,3.051,10.441,2.511,189.698,7.223,29.056,26.274,7.155,1434.217,9.996,20.162,31.379,7.765,810.045,19.595,11.281,15.150,8.817,23.781,6.779,18.109,11.748,5.412,1254.121,19.700,13.546,18.702,9.471,2730.038,24.280,22.814,11.115,9.736,40.862,10.486,20.601,12.237,5.228
Omar3-Sleep stage W-26,133.130,10.299,7.572,9.670,4.407,187.850,12.004,7.212,11.107,3.356,7.871,2.093,1.347,2.209,2.009,192.592,14.879,5.084,6.238,3.444,26.166,5.865,6.712,5.819,8.570,2471.807,32.797,17.727,12.147,12.530,28.231,4.084,9.998,8.522,5.317,101.808,8.213,35.699,28.431,6.034,1256.873,17.567,40.207,29.746,16.624,734.910,20.232,23.054,15.725,8.810,1073.715,26.401,14.141,13.884,10.432,510.501,42.701,13.871,27.724,12.444,1105.145,55.538,14.281,15.396,7.921,122.891,17.018,12.522,18.043,5.760
Omar3-Sleep stage W-27,60.443,8.388,6.785,30.501,5.322,54.830,5.332,5.452,15.827,5.715,4.260,0.401,0.517,1.898,2.365,11.634,2.524,4.109,11.614,6.746,28.678,2.959,3.868,11.204,4.430,4255.748,17.289,9.554,15.310,8.023,27.428,3.814,17.214,20.169,4.821,611.541,7.130,115.021,33.685,5.369,8204.946,54.521,68.488,42.172,11.912,5220.611,32.814,22.121,26.724,10.146,2717.455,128.362,51.851,27.565,9.899,2499.543,14.485,9.829,40.561,12.264,665.639,41.842,38.885,30.470,7.384,122.647,9.343,12.040,47.558,6.452
Omar3-Sleep stage W-28,36.894,14.089,10.204,12.351,5.523,117.833,11.678,5.922,11.040,5.599,2.590,0.563,0.531,1.538,1.745,12.386,7.920,4.373,6.622,3.376,20.540,3.894,3.453,7.070,4.403,399.807,23.222,6.579,9.251,11.184,21.277,5.646,2.399,9.317,4.421,472.326,18.879,25.187,12.209,8.065,8795.825,39.236,25.793,16.288,7.196,4750.987,25.364,13.294,14.429,7.935,248.970,30.681,12.577,11.880,6.907,128.007,23.533,11.358,25.832,7.727,157.915,23.646,10.850,12.373,5.342,36.962,23.736,14.132,22.130,7.471
Omar3-Sleep stage W-29,33.047,29.854,32.100,22.801,4.520,140.605,12.504,18.092,15.101,6.480,4.132,1.953,1.532,3.642,1.746,33.420,10.375,7.155,9.757,4.044,18.549,7.260,4.942,7.980,5.190,1754.552,23.429,12.458,17.828,6.847,24.103,4.928,7.627,12.160,6.098,312.224,9.562,37.076,31.381,5.469,4003.995,16.727,33.436,41.865,11.031,2887.948,10.108,31.802,51.343,6.234,140.742,5.918,26.736,38.334,9.143,604.759,20.108,23.273,42.483,8.212,551.973,17.368,43.007,39.632,5.314,71.804,20.333,41.368,48.111,5.956
Omar3-Sleep stage W-30,165.227,32.367,15.334,22.112,3.859,230.610,9.399,8.507,12.556,5.785,8.602,1.643,1.259,1.859,2.970,46.807,10.994,3.852,8.280,2.857,118.219,4.178,6.812,9.043,8.518,2388.727,12.998,9.701,9.706,10.698,34.252,1.720,5.577,7.782,4.838,783.619,4.999,19.209,15.796,5.533,5275.270,6.057,13.435,21.051,12.744,4905.083,14.867,10.286,14.578,10.566,230.032,42.446,23.587,23.982,5.192,1417.567,49.284,15.354,27.297,17.280,746.228,72.893,21.750,19.584,10.701,115.725,64.432,19.445,24.832,11.701
Omar3-Sleep stage W-31,591.301,35.094,29.504,20.501,5.555,115.803,11.006,25.616,8.738,6.902,7.047,1.094,1.904,2.628,2.081,23.797,5.597,14.314,10.549,6.657,240.915,5.252,4.747,6.542,9.251,1655.292,33.758,11.505,15.080,10.938,32.383,9.118,25.992,12.935,4.686,457.375,13.220,49.512,32.867,11.008,4251.734,34.489,27.902,26.893,13.496,2329.801,36.313,52.856,18.667,12.260,261.695,98.422,59.134,15.800,11.536,2807.578,88.342,17.435,19.085,13.757,1798.642,62.531,21.598,15.014,12.125,1060.177,110.980,33.787,24.993,8.043
Omar3-Sleep stage W-32,154.892,33.047,10.893,13.904,4.202,137.922,7.854,8.005,9.787,6.521,15.946,3.172,0.613,2.394,2.170,183.186,37.125,5.834,5.885,5.753,400.980,2.767,2.297,5.009,5.153,2255.125,30.023,4.661,11.958,7.239,47.705,4.361,4.338,5.771,4.505,144.201,49.758,5.004,20.364,4.375,1579.563,40.043,9.082,36.281,10.761,244.907,38.087,9.151,20.951,6.231,2434.436,83.871,38.728,25.839,10.755,1974.271,57.159,39.510,33.879,12.949,782.409,21.750,17.854,24.291,11.459,168.521,15.537,39.976,22.686,10.991
Omar3-Sleep stage W-33,27.251,16.335,13.441,12.272,3.931,33.672,4.228,6.629,11.648,7.833,14.094,0.569,0.720,2.270,2.032,35.178,3.184,3.985,8.881,5.242,7.273,1.287,3.021,7.473,5.537,485.075,5.722,8.762,18.445,10.081,30.571,2.637,3.995,6.534,2.720,307.035,14.051,11.847,11.002,5.311,1521.732,16.266,14.579,16.683,10.075,1569.468,14.042,16.082,13.105,9.787,298.636,14.503,12.624,14.121,7.578,825.398,27.497,10.583,25.514,14.074,31.483,10.664,11.837,12.810,11.019,17.018,11.505,11.884,13.730,5.505
Omar3-Sleep stage W-34,117.036,12.355,11.686,24.509,4.778,59.163,24.147,5.207,14.912,6.033,5.591,1.795,0.869,2.116,2.175,34.759,21.953,7.459,10.066,3.478,61.413,6.542,3.252,4.594,3.475,1116.801,18.635,19.997,14.382,9.734,111.421,6.416,7.569,9.576,3.786,367.624,13.364,31.837,15.804,7.864,3772.683,16.064,18.677,19.534,17.117,1869.488,15.319,12.812,15.615,10.910,1977.939,140.324,27.891,20.898,7.796,1668.208,23.883,28.814,35.561,14.881,1673.244,191.968,31.654,19.984,10.003,252.733,34.370,28.743,24.300,5.812
Omar3-Sleep stage W-35,69.336,14.473,10.014,12.040,8.945,152.683,4.833,7.828,9.161,4.501,5.106,1.465,0.992,1.545,1.101,51.051,6.012,5.011,10.164,7.033,48.832,4.336,2.116,8.222,7.840,2396.909,16.242,8.723,17.370,9.713,26.512,7.055,4.476,9.092,6.714,63.195,13.358,17.574,27.731,8.498,906.495,32.924,17.843,46.795,15.175,720.086,15.712,16.401,26.758,10.577,1633.734,100.835,20.225,21.395,6.109,4136.011,36.628,19.753,20.380,11.640,18489.585,112.660,29.408,25.471,7.409,71.141,21.061,16.889,17.079,6.837
Omar3-Sleep stage W-36,160.363,18.833,23.779,16.154,3.772,89.345,13.735,11.533,13.389,4.218,5.485,0.947,1.065,1.798,1.579,26.138,3.724,6.092,9.260,4.584,36.947,4.695,2.946,10.914,3.420,1591.083,35.037,5.652,13.688,3.312,100.986,10.633,6.373,10.707,4.555,131.024,16.898,31.392,25.164,3.371,222.753,31.813,16.468,21.478,12.096,302.986,19.127,12.582,17.309,9.616,696.312,166.663,18.083,24.400,9.133,1495.222,61.166,11.717,29.682,10.877,645.392,79.193,25.859,18.965,8.079,83.741,40.773,19.264,20.264,7.282
Omar3-Sleep stage W-37,72.611,9.838,15.515,12.179,5.889,74.119,10.678,4.692,12.053,5.318,6.279,1.866,0.325,2.075,2.198,33.620,4.916,3.216,6.730,5.279,126.724,4.713,2.874,8.132,4.343,3413.240,21.178,5.185,13.525,15.291,8.024,6.443,4.516,10.130,4.580,164.114,18.194,14.547,21.393,6.751,1981.529,25.221,15.808,25.129,10.330,998.521,13.426,19.177,19.342,9.220,749.076,26.278,23.628,15.793,7.613,2832.362,11.724,7.297,19.289,12.628,1356.983,28.361,22.322,17.232,8.581,102.802,6.805,22.437,23.330,11.013
Omar3-Sleep stage W-38,119.526,43.318,24.113,15.755,6.134,67.846,44.995,6.358,11.472,6.862,19.639,6.454,1.048,2.918,1.727,233.096,97.674,8.608,8.055,5.219,28.230,3.415,6.908,9.374,4.852,2962.334,17.523,14.241,17.840,7.778,11.550,4.921,9.525,12.755,7.491,51.518,20.922,16.637,14.225,8.875,68.076,31.015,11.249,18.626,11.060,201.992,13.672,11.822,14.419,16.021,724.086,75.764,34.980,15.300,10.525,782.278,198.892,53.795,29.222,11.776,634.602,21.873,27.039,12.572,17.025,206.655,31.267,45.574,18.517,8.557
Omar3-Sleep stage W-39,80.354,9.356,8.600,11.528,4.415,40.823,8.720,10.591,12.817,2.784,8.123,0.615,0.606,2.403,1.041,14.565,5.652,5.049,6.931,4.387,33.041,3.109,3.948,6.024,4.271,1376.699,13.290,11.194,11.300,8.375,14.674,1.436,5.295,4.074,1.064,61.191,4.886,6.892,15.109,4.826,461.018,9.170,6.822,18.332,8.810,250.966,4.908,5.062,12.530,5.503,63.888,10.731,6.326,14.228,5.602,1327.996,12.354,15.764,25.154,11.334,525.315,10.685,12.361,14.870,5.942,73.902,10.719,18.599,14.911,5.420
Omar3-Sleep stage W-40,53.807,6.777,19.756,14.984,3.149,18.367,7.242,10.044,12.408,4.979,14.042,0.804,0.498,2.074,2.037,23.616,6.194,7.056,9.976,6.612,197.465,5.023,2.723,5.989,3.419,386.103,19.937,6.546,19.650,10.655,33.275,7.028,1.546,7.614,3.825,1509.009,9.596,10.384,14.824,12.633,9515.096,41.627,16.759,26.418,11.096,8669.157,23.871,10.235,19.347,9.550,450.845,18.622,18.808,17.833,10.507,1828.659,8.386,22.200,23.497,19.409,4379.346,42.571,34.330,33.310,6.979,164.404,6.941,31.989,14.275,8.524
Omar3-Sleep stage W-41,79.096,25.999,25.745,20.047,4.527,50.652,18.958,11.432,15.101,4.890,8.783,2.069,2.787,3.007,2.807,33.409,15.577,7.557,6.103,4.243,111.806,12.258,6.104,8.323,3.790,627.205,64.133,19.861,15.777,6.090,13.621,7.380,6.023,8.838,2.252,16.711,41.636,23.520,14.734,5.197,282.545,40.989,17.667,24.587,11.328,121.282,16.931,16.867,18.509,8.325,128.136,27.980,23.167,19.193,6.834,434.329,7.657,13.957,29.082,10.391,194.169,32.975,15.563,14.317,6.791,111.106,8.308,19.778,23.664,3.930
Omar3-Sleep stage W-42,301.499,16.500,11.774,17.620,4.616,296.479,13.866,5.142,11.683,5.295,24.227,4.092,0.646,2.964,2.836,459.068,43.275,5.846,6.869,6.544,8.797,6.062,3.236,7.786,5.073,691.221,59.985,18.727,13.790,8.215,68.644,6.914,3.399,8.078,3.400,248.422,54.867,31.407,21.649,5.905,105.196,52.707,21.518,11.748,14.729,155.381,33.907,13.022,8.514,7.495,239.751,33.757,14.240,10.722,6.743,2994.870,122.479,24.306,22.122,12.384,513.540,72.704,41.859,26.578,9.827,131.395,36.847,26.495,30.492,6.919
Omar3-Sleep stage W-43,382.759,39.762,20.619,20.167,6.211,80.217,27.316,5.102,12.564,4.714,11.060,5.018,1.376,2.008,3.483,455.618,56.741,12.352,11.436,8.183,35.124,3.976,3.211,4.931,4.463,12090.236,214.891,31.276,12.200,10.095,94.939,15.093,3.911,11.067,5.069,676.416,28.456,15.453,17.242,5.546,1238.144,28.875,16.266,17.954,9.065,1269.515,32.601,5.546,18.268,7.773,5046.115,179.519,13.684,17.112,5.151,4935.165,210.989,28.864,27.889,13.262,3727.555,102.152,9.212,20.651,9.711,1527.539,59.795,17.748,19.252,10.328
Omar3-Sleep stage W-44,265.447,33.964,22.294,16.590,7.069,170.855,20.996,11.845,11.695,3.387,27.262,3.817,1.999,1.812,1.683,1197.883,47.377,17.787,7.624,3.717,66.046,2.279,5.893,9.915,6.605,407.887,20.256,16.785,16.627,7.909,144.257,5.186,4.798,6.868,2.744,847.627,20.536,20.968,31.075,4.760,502.646,22.153,26.839,26.994,9.997,1346.024,21.302,21.307,14.598,7.957,4514.923,169.401,16.396,21.404,9.067,1813.122,237.312,22.676,27.891,17.501,2454.755,55.830,7.838,14.759,10.426,1411.499,58.070,16.674,22.575,6.799
