File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar2-Sleep stage 1-00,8413.824,18.859,26.525,31.743,16.385,8416.263,17.275,24.937,31.575,18.706,8379.700,7.855,9.962,16.713,12.261,8399.160,17.806,22.823,28.656,17.824,8423.976,11.825,12.630,24.177,19.443,8496.187,19.843,41.433,36.750,21.455,8397.127,18.927,34.583,37.079,20.462,8525.848,21.321,69.647,62.762,25.661,8418.546,27.883,56.750,49.735,26.172,8453.845,18.588,39.380,41.381,20.682,8804.762,44.328,33.852,50.796,32.143,8479.477,35.070,46.899,53.910,33.276,8439.109,22.709,33.853,51.000,28.664,8602.313,51.553,71.155,85.747,47.721
Omar2-Sleep stage 1-01,8353.814,16.616,22.980,30.982,16.561,8460.600,16.772,17.687,26.147,25.131,8389.760,9.296,8.656,12.520,11.825,8432.477,21.094,17.670,26.046,22.461,8452.221,10.264,11.693,20.184,19.323,8516.109,52.584,47.966,57.604,37.127,8395.659,15.244,37.627,37.456,16.233,8626.769,38.328,46.240,56.454,33.961,8431.106,18.952,28.970,37.069,23.438,8439.966,15.725,19.720,35.509,24.121,8663.698,67.316,43.843,70.093,49.405,8464.209,21.772,30.154,38.820,24.511,8623.999,48.688,36.160,54.498,30.055,8532.618,40.865,49.129,87.119,51.227
Omar2-Sleep stage 1-02,8337.417,23.306,23.989,32.569,16.907,8424.690,17.867,24.468,27.493,17.465,8402.101,8.858,10.670,15.403,11.914,8454.661,15.476,14.666,27.791,18.386,8415.805,12.853,12.194,23.493,18.221,8438.568,38.630,44.614,42.721,26.575,8420.695,19.782,46.377,39.001,14.682,8708.444,20.931,80.911,54.922,24.428,8446.905,16.277,55.691,40.001,23.584,8472.949,16.485,36.371,28.952,24.294,8543.724,59.787,39.682,36.125,24.654,8433.231,31.640,26.713,34.296,19.832,8417.820,26.195,32.786,43.355,31.210,8464.633,51.143,52.550,71.721,40.924
Omar2-Sleep stage 1-03,8420.207,13.853,36.637,33.733,17.472,8424.330,9.807,29.002,29.463,17.811,8537.085,20.380,15.398,23.301,14.793,8568.278,30.644,21.939,32.427,18.237,8424.280,6.832,11.049,21.171,18.273,8805.447,81.724,67.007,110.066,61.990,8422.044,21.387,54.239,41.872,15.492,8476.709,42.845,64.687,53.496,26.871,8428.096,18.754,38.177,42.158,19.811,8414.419,22.315,22.116,30.994,22.593,8583.040,72.899,51.097,62.277,36.537,8452.163,19.998,28.230,32.790,18.338,8436.631,20.602,21.797,34.065,21.551,8442.946,60.709,73.186,83.136,36.779
Omar2-Sleep stage 1-04,8436.652,26.313,27.803,37.938,16.950,8466.690,19.407,23.185,26.743,16.792,8539.410,33.218,21.158,29.542,22.307,8589.883,50.944,29.908,48.907,37.733,8430.237,18.981,14.943,22.080,19.456,8770.570,93.062,76.535,97.152,60.047,8411.399,14.160,48.616,37.925,15.342,8338.635,18.387,47.356,51.331,23.478,8447.378,16.600,29.546,43.451,24.530,8415.186,16.673,21.350,36.131,23.925,8654.274,75.199,47.414,69.224,48.125,8496.889,27.688,31.500,39.455,22.454,8460.049,33.952,31.685,43.052,23.801,8603.319,80.541,65.797,123.910,49.754
Omar2-Sleep stage 1-05,8421.798,16.506,25.802,31.924,11.952,8359.649,13.243,21.444,31.539,16.059,8359.983,5.331,7.857,17.670,11.511,8357.168,13.783,13.970,33.918,19.946,8374.132,5.715,13.047,20.781,14.771,8576.957,25.814,42.168,30.593,17.415,8386.361,11.563,50.627,33.608,19.694,8332.765,22.296,74.910,56.579,22.384,8398.483,20.419,51.329,46.985,23.769,8407.576,15.610,32.447,36.747,20.192,8834.841,55.658,50.986,79.049,48.800,8497.043,19.548,28.110,34.222,15.165,8407.964,21.995,28.495,44.669,24.198,8529.027,45.075,45.558,99.778,43.298
Omar2-Sleep stage 1-06,8421.263,13.933,32.231,28.719,13.699,8384.188,14.613,21.487,25.227,14.810,8387.857,9.491,11.253,18.245,13.696,8434.940,12.069,18.154,23.575,15.765,8445.558,11.482,12.015,23.504,14.720,8536.551,21.781,42.694,53.451,35.182,8387.753,11.723,48.435,38.793,18.285,8378.584,33.904,75.411,59.126,22.571,8385.683,30.956,51.044,49.222,19.609,8423.727,24.015,28.619,42.857,19.266,8757.187,100.153,69.120,90.941,64.006,8432.379,30.192,34.730,48.330,22.125,8491.220,29.043,31.513,47.825,22.643,8497.154,31.199,70.578,82.097,52.230
Omar2-Sleep stage 1-07,8431.178,13.941,20.977,27.587,14.683,8408.492,14.855,22.548,24.571,14.642,8372.642,8.810,9.569,14.400,13.105,8405.505,14.521,14.515,22.094,15.951,8410.357,10.882,12.786,23.195,14.478,8795.059,38.602,30.679,33.565,21.638,8425.417,12.645,39.767,37.274,18.485,8468.586,19.152,51.741,47.351,18.232,8404.368,20.641,34.468,33.534,14.852,8475.576,16.370,23.473,29.311,18.910,8590.512,48.895,33.939,38.018,30.607,8507.935,23.266,21.401,28.534,18.826,8488.400,22.682,27.142,40.099,19.212,8425.796,56.737,46.656,79.263,38.190
Omar2-Sleep stage 1-08,8441.845,19.952,37.047,33.370,14.890,8523.831,31.882,28.995,36.902,16.187,8483.357,30.667,17.588,27.233,14.450,8475.887,25.756,26.606,29.810,18.167,8416.711,15.829,13.978,27.144,16.787,8378.463,40.518,75.385,49.822,26.819,8442.501,13.921,72.695,43.757,14.442,8660.690,33.542,79.278,54.135,22.234,8518.410,29.663,40.009,36.959,22.644,8409.127,23.976,26.609,34.042,19.686,8537.658,62.709,40.681,40.166,25.899,8564.258,28.703,45.329,37.640,22.183,8501.676,24.765,37.234,40.710,20.558,8586.688,44.546,45.475,77.129,38.082
Omar2-Sleep stage 1-09,8424.250,16.193,24.840,36.322,18.232,8415.203,13.468,22.702,25.884,13.365,8437.223,10.067,14.001,18.579,12.611,8429.338,11.679,17.438,27.838,18.460,8413.506,10.169,16.964,20.554,15.994,8542.902,20.059,38.156,31.727,20.858,8412.303,12.950,42.823,32.575,17.200,8453.886,41.966,81.491,66.555,30.787,8455.694,26.363,59.114,44.576,20.697,8446.393,18.610,37.783,39.396,22.771,8650.075,63.560,46.652,54.760,40.278,8513.306,24.221,27.280,35.055,18.706,8624.613,16.739,35.031,39.495,21.161,8859.272,118.355,93.177,178.812,91.035
Omar2-Sleep stage 1-10,8402.653,15.285,22.723,26.402,13.072,8397.877,12.946,15.431,26.642,13.084,8391.444,6.000,8.361,16.521,11.621,8348.420,11.957,18.931,25.314,15.658,8410.485,9.124,9.328,18.892,12.821,8787.338,34.076,45.153,41.745,24.879,8419.482,12.607,35.546,26.192,11.654,8360.719,16.105,46.064,45.289,15.749,8414.027,21.275,31.520,41.103,20.167,8464.619,13.473,21.991,34.648,15.859,8772.971,47.098,45.550,49.083,30.768,8438.985,20.642,25.592,27.437,18.818,8453.305,28.328,20.493,40.072,24.371,8593.885,105.458,72.941,114.497,61.532
Omar2-Sleep stage 1-11,8428.855,11.544,29.843,34.432,19.312,8424.525,13.756,23.190,31.892,18.083,8417.551,8.506,11.802,19.655,14.518,8442.153,10.029,20.739,27.860,24.918,8428.899,16.351,11.548,21.651,16.483,8519.560,39.354,41.302,29.859,21.469,8402.712,18.692,49.381,32.771,18.115,8396.689,34.259,87.664,60.612,25.945,8377.532,30.935,51.439,45.409,24.612,8467.050,15.679,34.514,38.722,21.816,8767.054,96.234,57.457,88.442,58.999,8459.110,24.384,37.618,39.705,26.193,8373.014,31.324,34.464,44.150,28.964,8575.962,102.689,57.009,121.995,59.893
Omar2-Sleep stage 1-12,8437.932,17.682,28.059,33.319,14.732,8548.320,30.263,29.201,37.572,16.171,8513.886,27.790,18.902,28.442,14.289,8479.177,26.487,25.284,36.181,20.853,8475.968,16.948,15.276,23.715,17.529,8470.960,48.309,43.173,45.980,30.918,8435.231,17.540,44.981,32.658,16.843,8485.492,25.965,59.583,51.251,20.878,8447.816,26.022,45.615,45.362,22.833,8589.612,23.650,22.493,34.808,22.488,8277.878,66.841,30.981,44.051,32.458,8616.502,31.124,29.301,35.048,21.024,8503.756,22.880,26.485,36.526,21.338,8544.425,144.179,103.182,159.465,72.710
Omar2-Sleep stage 1-13,8458.111,21.459,25.333,27.897,18.911,8427.954,15.129,23.400,25.818,15.657,8439.046,10.277,10.800,17.287,12.145,8445.013,15.025,19.340,24.446,16.647,8422.320,13.391,13.567,21.191,18.660,8572.067,58.874,61.224,73.659,46.638,8396.733,9.223,39.951,38.196,16.564,8420.345,19.928,49.367,51.980,21.881,8527.474,38.160,37.761,46.056,28.486,8499.720,28.854,33.344,41.036,28.424,8665.527,34.501,38.042,38.316,24.889,8577.197,28.802,26.524,33.865,23.802,8566.962,23.067,30.436,32.769,23.807,8987.212,197.605,146.869,294.461,161.278
Omar2-Sleep stage 1-14,8443.731,13.569,33.581,41.234,14.342,8428.861,10.263,28.654,30.556,16.778,8431.252,5.401,10.557,15.039,12.557,8428.000,9.553,20.688,27.064,17.864,8436.900,12.057,10.701,26.102,16.914,8751.258,34.338,55.945,51.459,26.227,8418.917,20.789,54.275,40.807,17.341,8537.756,32.205,78.067,61.116,23.375,8089.410,34.836,44.915,53.157,22.631,8808.983,41.416,28.700,51.199,20.663,8744.238,60.222,34.166,48.284,34.727,8567.559,23.498,31.674,39.525,16.020,8512.039,29.074,32.756,44.703,21.600,8824.814,132.895,130.282,186.525,108.286
Omar2-Sleep stage 1-15,8419.328,16.339,26.686,34.827,16.176,8541.743,32.838,23.514,37.589,18.624,8521.021,29.013,18.706,24.975,16.194,8523.033,22.614,18.952,33.077,22.768,8458.710,15.174,14.662,26.379,19.076,8575.170,39.160,42.757,32.835,21.755,8438.871,22.395,48.221,37.570,17.584,8638.714,47.983,81.784,57.148,23.633,8010.979,76.660,62.675,56.891,21.851,9213.205,75.531,40.817,52.998,30.155,8710.346,53.700,28.444,45.065,30.970,8723.388,39.925,32.361,43.982,30.963,8541.531,30.160,25.744,40.476,25.529,8798.716,166.374,128.815,167.941,91.179
Omar2-Sleep stage 1-16,8404.886,13.239,24.244,23.436,13.101,8432.681,13.815,20.964,24.125,15.078,8424.033,6.486,7.982,14.175,13.243,8431.107,10.830,12.919,20.964,18.661,8440.348,14.504,12.729,25.071,19.135,8485.216,15.978,32.031,28.607,17.156,8410.648,14.764,37.323,31.428,14.816,8466.226,40.542,67.681,46.169,17.283,8707.711,89.506,75.222,77.219,44.776,8608.523,81.443,53.449,54.058,24.352,8571.494,65.818,58.110,74.288,53.104,8561.943,30.584,27.342,29.843,17.777,8569.346,18.086,27.701,33.076,16.622,8693.135,97.965,96.275,153.516,89.419
Omar2-Sleep stage 1-17,8436.455,12.451,24.477,33.162,16.789,8437.950,12.961,21.357,29.557,17.542,8413.830,7.394,9.703,16.449,12.659,8438.476,11.741,17.371,24.303,16.602,8423.592,10.026,11.894,20.752,17.339,8607.116,42.057,54.761,48.174,31.029,8420.189,13.797,41.211,39.797,16.105,8379.134,26.732,59.737,43.280,18.188,8869.095,68.191,64.734,53.921,19.508,8330.813,56.597,56.003,40.728,22.817,8685.824,35.437,38.016,33.591,24.175,8414.696,21.355,35.007,31.844,19.267,8376.768,15.810,35.873,33.263,20.646,8576.160,191.445,110.114,214.459,108.957
Omar2-Sleep stage 1-18,8435.873,11.942,33.155,29.034,16.131,8534.215,25.913,24.442,33.778,17.234,8506.072,22.828,17.533,24.942,13.690,8489.650,17.652,23.093,26.565,17.024,8433.735,13.200,13.447,23.071,17.634,8575.740,27.841,52.997,44.174,19.183,8426.222,16.480,56.014,43.184,14.964,8397.644,29.014,81.987,57.913,21.403,8787.405,46.602,57.000,54.415,27.579,8295.267,36.001,44.884,40.089,19.674,8624.734,58.564,47.103,48.103,24.986,8459.885,27.629,37.057,33.260,19.144,8530.337,31.852,34.868,45.496,27.779,8812.767,123.201,109.311,173.912,69.626
Omar2-Sleep stage 1-19,8413.262,13.808,23.796,36.474,18.366,8397.959,11.764,18.958,24.335,16.107,8424.654,10.313,9.591,15.564,11.240,8436.457,16.443,15.399,22.698,11.796,8421.219,9.878,10.860,23.058,17.317,8553.811,37.759,40.034,35.339,19.725,8414.100,13.966,54.715,43.536,15.170,8408.564,27.533,53.822,49.773,16.301,8643.944,36.379,50.733,47.184,22.989,8399.076,28.394,29.974,43.500,22.895,8804.440,98.866,45.057,41.701,20.823,8413.755,25.205,25.265,38.255,19.222,8584.168,23.886,27.950,46.597,21.609,8969.698,187.972,160.098,212.916,140.080
Omar2-Sleep stage 1-20,8433.870,13.851,25.487,29.294,13.449,8439.970,12.596,20.957,26.975,16.078,8409.468,10.082,6.311,11.853,9.994,8413.822,13.494,15.080,20.887,12.995,8463.047,18.234,15.554,28.043,15.623,8424.551,33.817,44.942,47.402,24.710,8409.685,9.274,45.927,41.091,17.655,8435.883,25.283,76.991,46.104,13.916,8636.624,29.615,46.506,56.104,26.106,8408.544,37.639,40.325,47.366,25.363,8613.796,46.772,22.870,31.137,18.725,8503.479,22.753,30.059,44.193,21.201,8616.288,48.632,42.087,71.567,36.787,8825.545,228.738,138.031,276.755,165.300
Omar2-Sleep stage 1-21,8449.591,19.018,26.314,34.127,17.579,8554.919,27.697,25.803,32.797,18.869,8517.787,23.980,16.015,23.726,14.928,8477.704,19.158,19.527,28.014,15.993,8444.402,11.797,12.736,26.572,14.060,8639.224,26.042,49.942,42.805,20.428,8451.397,16.095,46.001,38.933,13.843,8473.441,28.606,49.003,54.274,17.747,8488.867,33.077,38.274,45.929,18.941,8546.835,23.287,33.121,35.928,19.058,8566.796,28.565,29.768,33.529,14.894,8593.695,21.966,34.281,34.346,16.886,8648.162,78.801,62.177,88.147,56.290,8678.209,124.151,143.151,198.731,115.428
Omar2-Sleep stage 1-22,8441.135,15.104,28.323,30.907,14.230,8435.249,23.117,25.030,27.161,13.676,8439.628,12.247,13.617,17.300,12.759,8426.670,15.500,19.943,23.445,15.148,8450.207,11.624,11.623,21.919,15.622,8631.282,22.398,41.375,35.575,17.993,8430.434,15.307,52.733,36.123,15.750,8415.359,22.215,82.857,56.764,21.532,8513.845,26.413,53.118,49.748,20.135,8423.687,32.155,27.022,37.830,28.322,8711.344,118.547,43.756,39.870,25.608,8462.983,29.829,26.545,41.391,23.636,8490.830,32.657,31.121,33.800,17.785,8581.016,213.700,172.855,184.138,105.934
Omar2-Sleep stage 1-23,8403.824,13.369,27.629,29.081,16.325,8382.782,7.680,19.567,23.731,13.137,8406.113,6.142,10.560,14.725,12.411,8400.172,10.701,16.900,21.177,15.958,8392.448,6.518,9.973,21.427,16.018,8503.634,29.978,39.793,40.126,16.966,8404.528,12.534,47.204,45.681,18.863,8404.325,19.748,70.974,55.432,20.194,8504.696,35.638,39.876,43.956,16.024,8419.108,22.514,35.578,35.305,21.189,8611.303,57.807,47.240,52.784,26.587,8404.782,19.679,32.458,33.216,17.947,8638.969,22.286,33.255,33.764,20.549,8573.420,207.849,172.170,201.602,125.511
Omar2-Sleep stage 1-24,8409.128,18.512,27.472,35.349,16.281,8416.784,17.818,21.736,28.554,15.970,8403.878,9.913,9.095,15.178,9.124,8478.040,20.350,21.462,31.303,20.450,8490.118,14.903,10.448,24.870,20.907,8616.044,35.071,40.425,50.646,26.348,8431.404,8.404,39.112,36.445,15.642,8411.315,19.848,53.892,56.015,17.754,8601.053,27.277,44.748,46.088,21.718,8391.089,24.148,24.342,38.532,23.048,8604.284,46.768,42.085,53.274,32.031,8549.242,27.148,27.489,41.304,24.367,8437.539,24.453,21.876,37.904,18.341,8974.029,171.072,127.915,190.600,102.656
Omar2-Sleep stage 1-25,8391.794,14.611,25.707,27.809,16.205,8400.621,9.773,17.882,20.542,17.715,8399.325,6.436,9.437,16.065,10.877,8461.924,16.347,16.868,29.377,17.631,8428.316,13.299,8.980,21.021,20.577,8591.512,41.598,38.530,52.907,33.538,8388.031,13.603,42.667,27.882,15.637,8352.412,15.663,51.705,40.794,19.815,8724.789,18.429,33.860,36.486,19.344,8223.550,13.613,22.906,30.474,19.367,8728.890,39.918,38.550,71.712,42.817,8384.973,19.640,25.273,40.133,24.459,8446.834,14.066,22.574,27.364,19.458,8750.318,101.793,94.942,157.258,88.257
Omar2-Sleep stage 1-26,8459.108,22.260,24.146,36.148,14.957,8566.122,50.321,29.024,50.578,27.093,8520.788,45.045,23.496,38.613,23.982,8491.400,43.164,26.077,45.333,30.050,8435.847,20.272,10.769,29.842,16.924,8388.541,26.209,43.051,39.725,19.771,8413.634,20.684,46.229,45.437,18.952,8490.373,34.763,79.648,59.577,29.879,8605.938,23.097,46.582,38.523,20.063,8474.425,44.206,51.422,56.124,35.923,8638.716,81.523,56.651,71.115,47.147,8542.512,36.440,38.162,40.596,26.169,8437.157,28.842,30.898,35.244,22.706,8731.996,90.809,121.025,156.182,99.923
Omar2-Sleep stage 1-27,8400.047,26.528,29.062,36.547,13.618,8491.589,46.374,27.559,48.059,26.003,8464.554,35.313,20.192,32.850,24.043,8475.311,34.741,23.956,34.888,27.578,8428.927,17.493,15.263,24.614,21.363,8393.298,34.809,33.919,41.727,23.386,8405.268,18.881,43.148,39.724,16.881,8524.958,28.430,82.458,62.907,19.255,8881.301,88.273,61.653,109.222,60.395,8701.493,49.094,58.320,56.595,36.397,8684.836,37.229,38.945,34.205,29.252,8485.916,23.706,35.855,37.905,20.391,8469.334,35.107,35.308,34.228,18.789,8613.482,247.142,141.622,175.757,101.296
Omar2-Sleep stage 1-28,8413.820,18.428,23.582,32.063,13.083,8419.333,13.359,23.651,27.133,16.379,8414.036,6.118,10.576,19.038,11.625,8408.461,10.426,14.771,28.461,22.679,8464.891,10.405,13.000,27.005,19.651,8673.335,23.592,31.531,36.015,24.715,8423.608,11.784,43.007,34.900,16.749,8525.554,40.030,66.991,53.160,32.769,8663.003,104.306,80.400,125.249,72.213,8755.154,93.215,68.976,99.804,66.811,8705.779,38.129,38.702,46.771,26.548,8524.710,14.260,27.172,41.148,20.136,8462.906,16.556,28.512,39.472,20.880,8814.455,189.809,145.419,217.307,85.621
Omar2-Sleep stage 1-29,8406.602,21.188,24.264,33.236,17.582,8409.997,13.722,19.123,30.113,16.603,8415.965,9.124,7.542,15.153,11.275,8449.017,15.840,14.838,28.467,23.277,8403.028,11.840,11.528,20.487,15.550,8592.236,36.702,40.883,50.521,28.116,8419.543,11.685,45.906,35.408,14.248,8412.073,26.062,79.594,54.707,22.229,8530.318,72.589,69.468,81.082,41.703,8485.866,55.348,38.717,60.145,41.601,8517.044,56.763,40.487,64.493,40.426,8477.217,30.892,30.289,48.400,24.390,8630.434,26.733,34.605,39.254,20.807,8670.639,116.871,76.919,179.200,88.198
Omar2-Sleep stage 1-30,8409.879,14.216,28.331,33.063,13.515,8413.158,12.032,24.997,29.681,14.027,8391.305,5.160,8.134,15.782,10.372,8399.540,9.909,16.125,28.066,16.128,8427.783,11.319,13.137,23.303,14.437,8419.864,21.580,33.766,36.927,19.364,8409.720,13.315,33.790,34.161,17.701,8450.321,17.016,63.482,47.079,21.530,8543.811,52.591,52.413,52.974,29.175,8537.460,18.214,27.638,41.365,24.076,8626.923,62.936,49.407,67.330,39.009,8479.497,57.585,41.086,71.033,36.998,8444.857,14.805,28.003,37.179,15.933,8788.123,175.359,101.040,229.260,141.279
Omar2-Sleep stage 1-31,8420.055,23.064,23.343,33.268,14.577,8431.286,14.043,17.418,30.669,17.550,8412.522,7.107,7.931,15.044,10.894,8465.735,14.249,14.099,27.534,17.035,8409.665,10.440,12.746,23.176,17.155,8576.404,36.471,37.769,43.473,27.030,8409.974,8.751,30.747,32.863,17.619,8433.081,22.188,63.172,53.180,20.228,8547.392,43.544,51.107,48.556,25.358,8554.978,22.688,35.019,52.732,25.122,8643.967,50.015,47.427,51.042,30.629,8666.969,42.632,37.160,36.268,26.619,8508.105,22.599,31.991,35.094,17.519,8861.977,132.601,95.686,169.869,94.368
Omar2-Sleep stage 1-32,8433.041,10.643,17.570,29.010,13.240,8407.272,16.743,18.942,24.689,15.589,8398.239,5.551,7.124,17.842,10.776,8384.925,7.915,12.083,24.181,16.472,8417.062,6.910,10.401,21.748,19.024,8559.811,26.453,28.714,28.251,20.067,8420.961,5.410,24.923,24.655,16.229,8502.415,16.296,36.937,41.458,17.995,8595.575,43.760,33.852,36.963,20.336,8630.928,39.223,27.368,27.865,19.858,8429.159,34.405,34.051,36.644,22.733,8527.505,20.888,23.077,25.191,16.244,8529.272,24.746,20.796,26.963,17.497,8946.368,180.495,126.072,217.969,127.972
Omar2-Sleep stage 1-33,8402.181,8.670,22.222,28.244,15.993,8398.441,10.543,21.603,27.121,16.941,8397.645,7.202,10.735,16.158,15.414,8406.167,8.648,15.759,24.591,19.666,8410.549,7.524,12.157,21.245,16.587,8574.137,30.596,24.299,37.498,23.863,8395.327,11.758,28.649,32.962,18.326,8409.859,21.431,50.065,42.969,21.518,8621.736,23.688,40.115,37.523,19.275,8444.689,22.677,26.685,30.475,21.359,8817.778,39.963,32.431,37.584,19.766,8426.686,17.162,24.721,32.091,21.770,8433.630,21.067,28.476,33.885,18.439,8751.027,361.249,275.005,256.786,142.068
Omar2-Sleep stage 1-34,8436.327,17.738,23.279,31.100,15.040,8578.708,43.994,31.049,33.922,20.227,8541.434,35.456,22.127,27.500,15.745,8501.860,28.146,18.424,24.086,16.844,8461.597,15.829,13.044,26.691,18.029,8504.174,28.314,39.309,37.924,21.506,8443.771,14.341,28.899,32.714,14.816,8575.651,31.039,50.704,46.684,17.436,8424.964,48.653,49.978,48.366,21.731,8828.820,42.283,40.625,42.093,25.501,8508.945,51.902,38.266,67.096,34.979,8594.934,36.253,29.734,30.782,22.351,8468.413,29.543,26.313,29.876,18.562,8737.090,147.124,146.146,182.706,76.787
Omar2-Sleep stage 1-35,8418.509,15.326,29.859,31.032,16.666,8427.386,17.001,27.688,30.928,18.003,8410.769,12.043,11.541,18.671,12.389,8417.820,13.790,18.203,25.583,17.228,8414.063,10.314,11.098,21.338,18.586,8692.791,35.335,38.574,33.221,20.562,8403.470,12.875,45.412,34.197,16.360,8350.925,35.799,73.259,49.904,22.785,8741.127,41.235,66.568,61.962,36.640,8364.976,61.658,40.103,59.010,36.238,8473.397,27.862,36.353,32.390,25.158,8503.504,47.805,43.908,55.659,27.646,8419.348,30.188,33.286,35.118,21.262,8854.591,168.885,122.045,225.435,128.810
Omar2-Sleep stage 1-36,8390.386,10.882,19.917,31.737,15.381,8405.025,11.356,14.234,28.816,16.712,8408.587,5.185,5.328,11.952,9.345,8454.198,9.260,11.348,23.463,14.411,8439.926,9.745,12.168,27.254,19.396,8291.506,24.183,21.841,37.599,21.966,8384.503,7.906,20.531,31.452,14.846,8425.622,25.299,51.229,46.753,17.231,8578.442,66.123,55.807,60.351,35.670,8507.250,57.101,35.846,59.403,31.426,8809.084,55.206,27.698,32.241,18.915,8545.113,22.798,23.823,31.718,20.530,8518.159,23.370,27.259,31.569,18.918,8679.170,127.976,91.923,143.366,86.521
Omar2-Sleep stage 1-37,8418.386,16.038,19.013,33.605,18.235,8410.166,10.240,15.824,24.750,19.507,8411.414,7.930,8.807,14.983,9.589,8429.486,11.274,10.663,23.218,16.884,8423.123,7.859,11.034,21.169,16.261,8508.250,51.607,49.239,60.088,39.532,8409.760,13.675,20.993,27.366,16.476,8565.921,23.325,62.992,47.197,18.810,8393.812,35.124,49.879,42.279,19.654,8893.619,36.813,36.842,33.063,22.038,8543.823,58.165,34.188,45.535,32.635,8617.588,36.710,35.503,50.075,32.240,8467.058,16.873,26.111,28.424,19.420,8565.604,87.981,67.907,176.033,79.129
Omar2-Sleep stage 1-38,8434.119,11.805,21.563,25.895,13.574,8426.961,11.586,14.129,22.278,18.740,8412.072,7.109,8.125,11.323,11.164,8421.516,14.267,12.135,19.011,16.732,8440.649,11.053,9.406,25.267,16.895,8531.589,29.045,31.100,43.372,32.126,8406.952,10.012,16.404,25.918,15.861,8375.321,17.206,35.345,39.002,22.255,8896.332,61.485,66.304,91.074,49.570,8408.146,47.725,29.696,55.648,38.314,8546.566,38.713,19.109,29.649,17.705,8510.810,54.826,36.702,58.849,42.246,8412.597,23.896,19.103,33.415,21.593,8532.190,146.102,138.583,206.968,102.762
Omar2-Sleep stage 1-39,8426.286,12.901,16.374,27.473,13.587,8432.844,12.528,12.908,27.757,17.336,8397.788,8.012,6.107,16.880,13.495,8400.581,9.298,10.884,19.932,13.773,8430.238,11.827,10.012,21.102,15.938,8556.190,32.778,36.822,51.238,29.578,8421.610,9.786,27.362,37.815,13.770,8425.047,18.032,34.606,45.319,20.785,8652.410,60.378,35.190,56.309,27.882,8419.441,47.019,35.232,50.299,29.870,8630.181,33.102,21.364,30.749,19.148,8627.640,29.634,26.057,40.340,25.118,8583.341,31.517,28.910,43.483,25.510,9105.228,221.890,137.310,235.294,116.991
Omar2-Sleep stage 1-40,8391.505,11.558,19.224,34.669,17.512,8406.666,12.527,18.775,27.851,19.543,8402.450,7.493,8.886,15.377,12.591,8426.628,11.793,12.030,21.814,16.493,8409.391,11.585,13.034,20.080,16.499,8712.675,45.322,30.087,40.318,25.840,8415.073,11.368,29.924,36.760,17.680,8452.388,15.664,49.314,59.673,16.571,8418.776,39.128,33.383,65.950,30.824,8578.088,23.684,20.907,43.636,19.895,8666.918,53.189,26.775,37.173,23.487,8511.178,27.444,21.731,42.009,26.817,8543.770,36.169,31.208,49.858,31.443,8955.386,147.882,158.444,331.410,218.401
Omar2-Sleep stage 1-41,8408.141,12.655,26.368,31.438,17.532,8416.086,12.829,24.046,28.819,13.233,8407.358,7.903,10.763,17.573,11.719,8444.355,10.931,16.589,21.635,14.205,8439.789,11.599,11.759,22.019,16.697,8436.199,20.583,25.795,32.694,25.207,8398.987,13.601,38.425,28.977,14.835,8414.615,22.918,58.343,40.783,18.065,8504.373,41.518,39.904,52.917,31.463,8461.931,23.754,32.282,31.819,21.812,8600.845,50.628,27.740,31.788,17.968,8486.703,26.314,26.091,31.893,18.065,8519.024,23.956,23.540,34.209,20.911,8898.512,253.128,143.872,272.946,183.949
Omar2-Sleep stage 1-42,8437.234,13.569,23.028,32.041,14.008,8413.029,13.662,18.683,26.134,14.724,8406.347,6.611,7.305,14.824,9.534,8438.073,11.671,16.688,22.432,15.783,8431.198,9.431,10.585,23.232,16.511,8569.014,27.731,38.295,30.403,16.171,8427.553,12.444,33.231,33.395,15.111,8480.813,20.104,35.486,50.974,18.055,8561.519,24.489,29.411,47.276,24.137,8540.396,25.581,19.103,38.531,20.977,8752.447,42.531,38.077,38.855,24.593,8477.149,30.685,32.632,40.323,29.410,8427.522,19.802,24.719,33.381,20.428,9118.547,194.893,142.907,225.078,114.739
