File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar3-Sleep stage W-30,8433.132,21.001,16.502,31.074,15.321,8425.553,13.509,11.277,27.758,17.215,8403.252,6.183,4.728,10.648,12.378,8406.321,14.222,10.134,24.254,14.939,8407.149,7.339,12.321,22.048,19.714,8631.584,42.188,27.633,57.537,33.759,8412.958,8.468,10.548,22.923,16.797,8531.221,28.716,32.899,32.928,24.890,8679.492,73.957,47.817,82.096,46.044,8783.302,71.336,37.950,64.677,47.760,8457.396,25.918,22.029,32.195,17.858,8566.779,22.401,17.480,41.880,26.583,8558.445,34.361,23.521,35.787,23.335,8421.678,27.910,23.955,34.831,21.456
Omar3-Sleep stage W-31,8452.082,20.464,17.490,29.171,15.762,8413.802,12.871,16.022,21.134,16.373,8398.422,3.982,4.607,11.231,10.438,8425.842,10.099,12.324,21.017,16.858,8425.185,8.121,9.324,19.586,19.506,8642.606,33.362,17.779,31.753,31.016,8417.400,13.807,18.208,23.295,16.108,8455.647,17.232,28.191,42.588,28.282,8764.431,55.507,37.630,63.276,43.497,8549.825,41.204,40.261,50.253,42.960,8497.646,25.302,26.387,29.765,21.628,8540.431,37.555,21.936,47.679,28.775,8499.958,29.630,20.177,31.341,23.813,8463.565,28.115,21.399,33.066,20.870
Omar3-Sleep stage W-32,8445.510,18.901,14.091,27.682,17.333,8451.386,11.457,12.065,26.267,16.819,8403.953,5.934,3.327,10.647,10.075,8434.372,21.037,10.771,23.820,15.579,8444.024,8.640,10.195,24.544,16.945,8625.383,23.814,14.371,31.465,23.569,8417.326,9.852,8.787,17.009,14.471,8429.561,21.118,14.146,31.114,16.784,8681.653,47.356,27.203,56.350,36.155,8480.095,32.947,27.248,46.669,29.884,8561.591,27.530,23.096,36.576,22.722,8625.487,27.741,25.201,39.280,23.646,8435.103,18.758,17.347,33.652,22.538,8439.392,16.148,22.447,35.606,19.739
Omar3-Sleep stage W-33,8397.346,15.198,16.614,29.650,18.851,8417.846,13.177,12.849,28.004,19.769,8395.801,3.534,3.926,11.590,10.701,8446.075,9.919,8.846,24.844,19.810,8421.584,8.600,10.344,23.190,18.563,8334.893,27.574,22.786,42.695,33.507,8405.283,8.570,9.125,21.775,14.592,8453.813,26.996,18.951,32.262,19.860,8692.434,60.707,46.129,78.916,50.724,8572.849,56.872,34.157,58.226,39.903,8358.048,18.631,15.912,30.004,21.477,8329.494,18.742,14.827,38.690,29.631,8494.386,19.416,14.920,28.994,24.663,8411.387,14.466,16.686,30.036,20.347
Omar3-Sleep stage W-34,8402.035,17.424,20.290,34.969,18.277,8409.305,18.293,10.246,26.130,18.943,8390.695,5.597,4.575,11.841,11.266,8417.591,14.963,10.284,22.681,13.641,8419.745,10.590,8.092,20.640,15.455,8502.012,18.470,15.566,31.673,23.190,8426.681,12.806,13.072,27.912,12.832,8468.878,13.003,25.803,34.374,18.039,8468.393,24.484,21.193,47.197,31.722,8621.322,21.861,21.525,31.787,25.648,8505.579,44.549,24.785,33.474,22.006,8660.505,35.535,26.996,52.495,36.267,8527.454,52.646,22.679,38.443,24.414,8402.168,26.200,23.415,34.755,18.125
Omar3-Sleep stage W-35,8428.193,24.281,17.676,27.898,17.685,8434.300,14.023,12.541,24.282,14.283,8398.020,5.665,5.479,10.520,9.763,8411.801,8.707,10.411,21.869,17.934,8412.120,8.468,8.909,21.015,18.337,8635.372,54.619,36.072,55.052,40.460,8417.881,10.707,11.099,21.416,16.930,8390.039,15.347,25.689,36.075,18.631,8604.676,31.768,30.027,55.189,30.550,8399.255,19.032,24.609,36.016,22.331,8635.178,36.212,23.218,35.513,19.377,8658.257,23.535,21.038,38.602,25.038,8898.367,54.284,30.522,47.187,27.833,8424.703,22.602,22.371,32.942,18.644
Omar3-Sleep stage W-36,8439.264,18.370,24.103,32.672,15.059,8435.027,14.317,15.586,23.741,14.847,8401.136,3.927,4.738,9.564,10.169,8392.175,11.862,13.511,22.131,15.055,8435.025,7.825,8.418,22.098,13.957,8585.285,53.211,37.093,60.251,39.607,8431.210,13.695,13.261,22.312,16.125,8455.460,17.917,24.929,42.444,15.478,8561.308,40.330,32.901,50.266,36.009,8512.286,32.499,25.090,46.151,27.539,8447.622,41.308,16.983,36.951,21.133,8505.140,29.706,23.936,49.046,27.781,8358.701,46.376,36.353,54.966,39.067,8470.322,25.400,21.161,36.380,18.121
Omar3-Sleep stage W-37,8427.374,13.744,14.651,28.679,16.857,8419.911,12.492,11.320,26.061,15.623,8416.656,4.747,3.007,10.978,10.698,8405.526,11.489,8.560,20.818,15.771,8420.767,10.251,8.932,20.564,13.918,8611.381,48.873,31.444,60.077,36.838,8407.503,12.489,9.339,22.709,15.347,8467.805,13.362,15.215,34.996,18.461,8347.335,20.321,16.514,35.735,22.612,8604.080,12.850,16.096,34.152,22.619,8454.953,23.031,20.014,35.298,20.080,8515.033,26.900,21.574,49.223,29.413,8412.626,18.418,19.449,40.505,21.506,8434.426,12.032,20.511,35.963,21.953
Omar3-Sleep stage W-38,8430.322,21.229,18.077,28.778,15.572,8419.048,20.185,14.190,24.795,18.770,8419.002,8.822,5.242,12.215,10.034,8471.441,29.915,13.234,20.588,16.447,8442.208,10.856,13.024,21.201,17.175,8687.690,32.512,25.044,34.164,25.473,8411.307,12.496,13.326,22.854,17.750,8416.551,16.816,17.127,25.791,20.342,8479.036,21.455,16.053,36.403,31.264,8431.098,26.758,24.034,31.430,27.927,8439.542,32.668,19.390,26.152,21.853,8500.845,51.516,30.803,49.310,28.071,8432.058,28.874,19.449,32.383,23.228,8418.168,19.516,22.564,31.677,20.310
Omar3-Sleep stage W-39,8403.565,13.297,17.554,27.737,14.912,8399.696,12.462,16.098,24.607,16.183,8396.414,4.520,4.040,11.456,8.997,8411.274,9.099,11.138,18.951,12.894,8388.292,7.859,10.787,19.591,16.869,8263.584,21.850,14.394,28.829,21.964,8380.728,7.106,9.585,17.179,11.131,8401.552,15.337,17.982,31.218,17.563,8506.238,15.720,18.405,34.985,27.314,8400.132,19.880,17.216,33.719,23.893,8372.500,11.095,11.556,25.418,20.282,8354.304,13.870,13.604,36.356,24.365,8564.874,19.942,18.884,34.080,23.573,8394.363,13.610,16.142,27.662,16.682
Omar3-Sleep stage W-40,8434.077,16.475,14.864,28.261,15.048,8430.134,11.047,10.847,27.619,15.414,8401.427,4.285,3.344,11.724,11.184,8406.363,10.042,8.479,22.143,16.943,8436.625,8.373,7.183,20.003,11.991,8614.213,59.105,37.500,57.808,37.122,8422.654,11.116,8.245,20.398,14.592,8611.870,19.384,17.200,28.522,19.268,8375.789,43.268,29.242,43.724,24.195,9013.027,42.510,22.401,36.413,21.422,8494.751,30.672,18.130,34.704,26.663,8812.815,27.402,21.317,38.376,31.220,8599.864,40.210,31.791,52.452,29.065,8434.803,16.448,23.142,26.280,18.369
Omar3-Sleep stage W-41,8439.615,19.752,20.345,33.004,13.971,8419.921,12.959,14.305,28.264,16.094,8394.117,4.599,6.626,11.963,11.803,8393.433,13.180,15.303,22.603,15.778,8426.092,12.168,12.511,20.480,14.183,8679.863,41.258,25.293,55.118,32.585,8421.086,10.117,10.444,21.224,11.585,8373.787,21.346,21.524,31.333,17.454,8726.644,29.431,28.067,38.083,32.303,8317.325,26.283,17.737,38.930,22.918,8537.373,30.814,21.284,42.142,20.724,8349.466,30.280,19.600,44.504,26.987,8520.723,18.996,17.956,30.283,22.073,8461.127,16.482,19.429,35.347,16.177
Omar3-Sleep stage W-42,8427.451,18.856,20.129,29.095,13.501,8434.780,16.958,12.408,25.709,16.005,8414.752,6.784,4.545,11.639,11.262,8452.889,22.440,11.741,21.778,15.771,8412.805,10.825,8.997,18.864,14.806,8517.900,35.583,18.165,26.682,19.863,8433.916,11.718,9.289,20.465,14.210,8401.125,27.040,22.621,33.991,15.712,8594.288,26.805,21.237,35.120,28.725,8341.970,26.272,17.639,29.741,21.844,8447.126,33.664,19.074,32.562,22.330,8578.466,36.450,22.359,35.650,24.151,8442.171,38.320,26.850,36.412,20.777,8417.307,23.430,21.055,34.593,16.428
Omar3-Sleep stage W-43,8453.042,35.719,22.888,31.512,17.211,8427.345,22.492,13.143,26.994,17.933,8425.158,11.184,5.482,10.119,11.874,8524.966,35.046,16.796,25.560,19.428,8453.577,10.379,11.169,21.651,15.294,8886.073,72.833,43.389,68.201,43.071,8426.071,15.919,11.167,28.217,13.964,8474.263,26.726,20.038,41.751,17.673,8560.956,28.701,23.610,47.024,23.605,8468.558,29.037,19.317,41.627,20.518,8667.280,75.959,33.842,59.112,30.747,8572.651,73.503,29.423,49.428,27.054,8657.098,49.983,23.494,50.112,27.763,8511.831,40.896,20.666,44.501,22.426
Omar3-Sleep stage W-44,8474.453,21.741,20.953,30.941,19.685,8427.996,13.122,12.807,24.244,14.902,8405.023,6.218,5.406,9.441,9.729,8451.259,19.787,15.316,21.097,16.570,8396.000,7.315,9.887,23.637,19.352,8256.345,45.827,30.511,52.658,36.385,8405.323,10.523,10.968,22.021,12.980,8515.977,18.422,33.450,49.915,22.133,8479.830,16.699,28.676,47.878,21.627,8558.570,24.856,30.967,43.938,29.423,8633.812,42.323,27.828,48.829,28.313,8595.413,49.867,30.362,46.353,32.928,8613.182,22.132,24.814,38.275,29.455,8530.328,25.322,27.111,39.874,23.695
