File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar3-Sleep stage 1-22,35220692.760,20.254,71.355,18.831,5.717,35436863.302,11.407,41.654,13.377,5.954,35237724.673,1.836,3.740,3.253,2.459,35238269.317,10.432,20.060,9.828,5.158,35265373.130,16.830,11.347,14.706,8.610,34898137.373,36.741,77.478,23.661,10.144,35035675.738,16.612,105.254,16.356,6.243,34589722.823,96.131,217.676,45.973,15.627,36908735.009,280.049,264.153,164.532,43.961,33593022.777,399.902,237.306,113.995,49.887,35203932.126,63.098,36.695,18.888,5.257,34503352.335,20.556,52.401,23.436,7.288,35930596.888,82.510,71.697,29.730,8.012,35287493.052,26.211,77.874,32.827,7.051
Omar3-Sleep stage 1-23,35200716.338,18.505,59.634,34.366,7.234,35044893.703,10.900,35.292,19.421,6.900,35183223.858,1.016,3.640,4.074,2.678,35155580.001,6.050,15.478,13.488,6.772,35006610.791,8.551,9.880,11.931,7.855,34138175.815,39.287,57.201,16.021,10.206,35173681.458,11.993,38.716,19.493,6.672,34899008.681,47.788,59.936,55.078,6.221,36883163.829,135.138,66.305,32.676,5.374,34044736.587,137.706,49.171,42.827,11.828,35562582.066,75.220,48.437,31.615,7.966,35677020.249,68.367,54.581,49.098,13.860,35301104.142,230.791,103.530,40.176,14.028,35172580.440,20.510,70.064,34.443,8.212
Omar3-Sleep stage 1-24,35318491.368,29.363,31.109,23.019,8.154,35188922.805,9.924,21.685,16.176,10.572,35249069.409,1.110,1.764,2.337,2.451,35298568.597,7.221,12.777,11.811,9.559,35442382.203,5.356,9.938,12.808,6.972,34876717.481,33.156,71.360,24.044,8.954,35282979.614,21.406,154.070,27.545,5.928,35210686.224,26.315,211.136,57.965,9.382,35745976.544,108.171,87.877,42.589,10.129,34796239.531,60.604,29.038,24.109,12.974,35157344.275,30.233,25.077,35.898,12.906,34315021.400,65.628,44.180,42.853,15.704,35287745.225,154.472,33.694,65.524,17.711,35161611.033,20.240,36.387,41.046,12.295
Omar3-Sleep stage 1-25,35241713.944,19.151,60.657,27.629,7.596,35202869.087,15.081,35.641,22.973,7.304,35198149.967,3.074,4.862,3.004,2.245,35078336.450,11.891,20.489,13.389,6.810,35154671.923,8.233,11.082,14.712,9.040,37321637.251,38.740,85.124,48.405,10.196,35389794.288,22.549,129.241,47.068,6.623,35188568.530,39.073,169.676,49.546,11.126,35247748.984,262.419,136.437,38.869,16.256,35416282.574,204.991,43.753,42.182,13.556,35317523.228,44.356,40.040,24.711,8.400,36064456.968,17.712,53.975,33.532,10.123,34657736.375,72.545,44.060,33.854,10.127,35038554.446,26.096,89.556,47.293,16.616
Omar3-Sleep stage 1-26,35228745.482,31.221,60.651,28.668,4.849,35493351.373,11.723,34.822,13.252,5.904,35346050.813,1.056,2.802,2.774,2.190,35458181.380,10.458,18.770,13.488,3.898,35472713.865,8.536,15.926,13.054,5.572,32963575.227,204.892,243.293,56.032,26.107,35121481.903,29.107,287.564,43.082,4.191,35004232.079,83.861,366.569,65.255,8.824,36855693.267,174.355,218.366,64.236,9.729,34167110.572,148.440,122.804,33.633,16.825,35324895.351,82.168,70.255,29.678,9.437,35107928.211,106.637,76.590,46.294,7.933,35296634.984,70.180,63.420,34.583,7.841,35409381.122,42.498,71.555,44.770,10.119
Omar3-Sleep stage 1-27,35161119.571,42.745,79.232,27.202,7.017,35179425.635,19.060,32.993,16.540,6.826,35202527.622,2.448,4.834,2.301,3.218,35064322.779,9.486,20.813,10.745,5.288,35215865.605,13.301,10.484,11.120,6.182,34932462.853,228.816,181.907,70.817,23.025,35091540.963,17.804,132.715,13.416,5.809,35296383.878,87.319,351.473,94.998,13.117,35243528.670,782.275,351.854,162.423,49.722,35332894.920,435.487,249.901,190.643,46.270,35396782.749,146.604,128.207,27.646,5.425,35420830.270,76.613,133.562,25.233,8.918,36404841.870,146.561,147.412,32.643,8.949,35238681.573,47.954,192.232,41.934,9.210
Omar3-Sleep stage 1-28,35196506.513,12.552,58.488,35.955,4.825,35049984.739,9.951,41.700,32.424,5.548,35189860.704,2.129,3.863,3.408,2.329,35142332.611,5.993,18.484,10.541,5.324,34894043.636,7.093,8.791,17.326,7.895,38147462.768,59.950,83.490,23.773,9.603,35265563.635,16.762,118.243,19.294,3.687,35955854.581,58.459,314.772,104.342,11.335,31341290.195,492.413,189.442,71.189,14.364,38077413.621,358.420,62.378,69.520,15.368,34965081.259,23.722,48.710,30.893,9.152,35146654.098,57.921,60.336,41.543,13.323,34421568.174,57.799,72.239,37.752,13.006,35274930.344,33.496,85.087,46.269,7.986
Omar3-Sleep stage 1-29,35061550.693,29.159,68.018,29.242,6.413,35172038.570,8.769,39.335,22.976,8.423,35174745.021,1.232,3.062,4.143,2.567,35264861.839,8.103,22.925,11.323,4.601,35108742.850,6.230,6.863,16.442,9.074,33444527.375,48.226,94.455,31.418,9.982,35031993.434,13.372,161.046,24.800,5.469,35120977.569,41.061,329.128,80.552,9.714,34149378.909,360.188,219.060,139.561,36.456,35802152.660,139.686,108.229,59.690,23.001,34940837.442,81.283,71.724,43.125,10.355,34921044.274,140.499,123.238,93.081,23.834,35587612.350,90.064,107.795,49.293,16.102,34834640.850,33.203,123.188,44.311,10.998
Omar3-Sleep stage 1-30,35119581.306,25.401,58.983,22.467,4.698,35227393.756,21.907,42.795,14.168,5.944,35194844.155,2.288,4.918,2.881,2.001,34825494.006,10.880,16.083,8.346,4.477,35149029.586,5.559,6.458,8.503,7.908,35448619.016,53.862,69.185,29.245,12.477,35372805.775,12.368,128.367,24.971,4.957,35102550.317,172.916,322.704,102.858,17.755,35590064.466,1921.864,754.839,735.018,202.579,35160974.019,1166.096,483.932,368.611,105.986,35736465.377,118.822,42.445,19.364,4.269,36182458.726,31.039,50.429,24.323,9.280,35445395.996,278.187,154.133,48.958,15.930,35158461.686,30.689,70.101,33.048,7.430
Omar3-Sleep stage 1-31,35343441.536,23.908,61.108,19.328,5.753,35301091.744,21.480,34.703,18.042,6.329,35166561.229,3.051,3.642,3.196,2.307,35183395.804,5.590,25.865,16.379,5.536,35576101.439,6.177,8.134,13.733,5.706,33437561.673,24.564,101.072,24.117,9.332,35074419.069,14.285,115.229,19.724,3.933,35326508.428,116.250,450.321,101.098,14.202,35130378.301,1560.349,699.248,531.778,187.215,35436674.134,1211.545,444.045,327.730,102.674,35577502.660,181.465,71.573,30.015,14.757,35452599.967,116.074,82.727,40.472,11.952,35745118.745,717.537,263.874,214.577,74.191,35389366.089,31.737,88.868,33.623,8.090
Omar3-Sleep stage 1-32,35052282.770,31.608,50.275,17.696,6.308,35133137.931,18.426,32.497,16.750,7.142,35107271.956,1.667,3.652,3.224,2.786,35374753.688,8.377,20.630,8.216,3.934,35151642.450,5.005,4.365,12.906,6.574,36414389.427,44.529,101.674,50.678,13.955,35233947.047,13.927,117.429,26.563,4.069,34602311.786,38.583,274.044,50.240,8.637,38838221.476,188.108,78.109,77.544,12.454,32638976.838,163.457,118.250,50.197,15.664,34688959.215,66.230,37.853,31.596,9.515,34450544.596,89.620,66.318,30.826,10.080,34300016.618,422.066,91.702,69.590,19.254,35231402.160,44.697,84.569,29.495,6.036
Omar3-Sleep stage 1-33,35221935.663,14.889,57.028,19.417,5.220,35178422.140,12.542,33.731,10.608,5.826,35195323.324,2.043,3.720,3.115,3.046,35175592.734,7.516,18.392,9.629,3.678,35008151.609,7.096,4.825,13.719,7.297,35380926.216,26.865,77.370,23.019,6.014,35210207.937,26.018,156.920,23.451,3.631,34931089.907,78.877,230.386,53.097,6.256,36699861.645,101.176,182.589,50.578,12.015,34019394.735,51.552,83.089,31.142,8.624,34794368.953,106.374,104.538,41.584,12.157,34165974.320,16.185,60.575,22.825,5.084,34882351.842,30.346,95.005,30.465,8.810,35183018.995,14.826,86.705,31.316,7.654
Omar3-Sleep stage 1-34,35076313.981,27.124,20.332,18.667,8.396,35046560.897,9.799,10.896,16.041,7.699,35182773.275,2.502,1.501,3.342,2.633,35184241.027,9.955,4.897,9.012,4.067,34972797.723,7.328,4.761,11.339,7.627,37256145.137,73.221,72.228,20.516,10.647,35223721.114,17.232,62.601,32.461,3.806,34840163.698,74.045,109.248,64.693,9.781,35508572.859,151.539,131.388,50.797,15.257,34718633.464,149.367,70.938,85.718,31.342,35643316.323,190.440,39.947,40.230,16.491,35747870.247,48.985,24.206,23.969,10.951,35400604.887,270.909,34.315,39.423,10.802,34885809.491,27.209,15.690,38.906,11.963
Omar3-Sleep stage 1-35,35235162.620,9.599,28.973,23.726,5.237,35185279.451,8.378,21.398,14.644,7.526,35215996.345,1.396,1.662,3.265,2.924,35292116.018,12.026,10.863,12.259,4.506,35350317.455,6.983,5.078,10.836,6.190,34850441.538,214.816,94.809,44.775,16.916,35234866.315,22.577,64.906,26.213,4.062,35277925.005,37.296,152.276,32.275,7.705,34952491.984,113.290,77.076,29.508,8.632,35472297.351,114.046,53.213,41.191,10.260,35013538.225,65.312,56.644,28.176,6.883,34719894.525,21.773,22.423,23.361,8.489,35508258.391,55.150,23.019,29.763,6.427,35259365.649,22.031,36.217,39.031,6.620
Omar3-Sleep stage 1-36,35197000.450,13.892,45.097,22.182,4.728,35196564.341,4.320,21.924,13.857,6.239,35191200.992,1.152,2.288,2.938,2.675,35180337.625,9.768,14.265,10.640,3.330,35073158.875,4.162,5.713,7.817,5.666,33928298.093,23.009,60.756,24.497,6.864,35170741.695,8.521,92.566,29.114,4.695,35267814.115,24.960,110.491,35.407,6.204,34647471.120,87.723,75.546,68.258,16.143,35697036.512,62.035,61.761,29.460,10.346,34990828.625,33.592,65.683,22.724,4.970,35228058.939,15.649,56.810,22.710,8.617,35218785.761,150.760,80.724,42.978,10.305,35132794.482,16.141,78.919,33.913,7.273
Omar3-Sleep stage 1-37,35438043.979,24.392,90.148,26.571,4.091,35352561.656,10.283,22.787,18.257,6.221,35290041.112,2.817,4.087,3.501,1.950,35475781.015,14.309,18.822,17.007,6.467,35165822.234,6.573,10.887,9.288,6.886,35285537.280,65.379,113.242,55.785,16.162,35228025.641,17.105,126.015,58.732,5.053,35207112.366,39.572,276.888,92.255,8.955,35082636.265,76.300,139.677,97.254,18.270,35215976.256,16.393,75.044,23.643,9.139,35001096.248,34.864,78.912,26.398,7.602,35891631.763,52.364,93.613,36.248,11.132,35252894.961,262.006,139.284,74.394,22.930,35202681.159,26.250,95.671,31.946,8.867
Omar3-Sleep stage 1-38,34927840.978,14.572,37.189,31.188,8.421,35141232.496,8.664,30.585,21.009,5.911,35137734.082,2.459,3.207,3.561,3.007,35213869.923,10.530,21.931,17.420,8.902,35490830.859,3.088,6.955,13.061,6.836,35583873.806,19.943,86.288,48.249,8.494,35239041.319,17.775,138.571,73.449,5.707,36052724.185,53.048,303.065,141.332,9.411,31525023.313,273.547,125.180,93.880,35.861,38413597.206,135.775,63.086,53.605,22.389,35581698.498,54.489,54.495,27.293,6.083,36034033.357,20.722,57.930,29.906,7.581,34573399.499,110.940,58.784,26.695,8.767,35144507.163,20.241,57.785,43.105,7.459
Omar3-Sleep stage 1-39,35251686.765,24.434,35.453,27.578,5.484,35241872.035,14.574,36.045,22.229,4.428,35241893.844,2.092,1.950,2.403,2.038,35219745.362,7.021,16.222,12.091,3.292,35370697.710,7.997,6.504,13.022,7.155,33579538.960,58.557,106.484,81.263,17.882,35173812.073,15.840,137.606,52.634,5.177,35068594.238,93.142,310.229,127.974,14.313,36947154.593,226.736,207.450,100.091,13.096,34193230.284,281.356,107.109,65.812,19.909,35645082.090,71.905,31.327,31.580,11.068,34558283.808,123.371,47.020,57.917,16.346,35276966.963,68.249,57.281,50.335,13.794,35656175.605,27.833,49.968,47.471,10.309
Omar3-Sleep stage 1-40,35087498.917,25.123,42.814,28.011,5.301,35155639.390,8.442,23.980,19.997,7.037,35172943.522,2.172,3.541,4.259,2.340,35138614.819,6.171,17.915,10.019,4.768,35175055.829,4.160,8.082,7.586,8.385,34446571.225,98.483,74.875,73.432,18.811,35085262.717,17.371,63.733,26.989,3.712,36022674.372,84.159,276.190,53.056,6.690,33804571.221,376.347,257.814,68.107,8.126,36515928.754,255.139,110.882,41.221,9.788,35017713.262,131.240,90.264,29.906,11.970,35070155.338,136.394,75.023,47.250,17.559,35317188.995,128.522,67.191,34.321,10.753,35347583.527,37.295,58.665,36.671,6.920
Omar3-Sleep stage 1-41,35212746.816,18.844,40.417,37.454,10.040,35318778.910,12.394,17.264,16.479,8.156,35191435.457,1.367,2.024,3.470,2.937,35159266.851,4.355,10.482,11.455,6.068,35022110.839,5.919,4.093,11.989,7.485,36391027.866,31.447,77.725,23.146,11.564,35168542.681,14.238,82.663,19.066,5.345,34637216.316,49.144,215.910,90.039,7.453,36496607.326,374.055,251.790,89.235,41.506,33892208.117,189.016,117.476,94.215,19.550,34931212.340,59.846,50.966,33.150,8.720,34718781.057,96.225,64.069,47.701,16.257,36217686.764,210.827,72.970,41.875,17.082,34911554.112,30.830,73.876,42.065,9.032
Omar3-Sleep stage 1-42,35325031.493,25.273,26.570,20.168,5.939,35081147.171,19.212,16.377,13.420,6.369,35260810.487,1.810,2.336,2.123,1.964,35119617.614,8.053,10.770,8.997,3.567,34958945.591,7.278,6.302,9.368,4.668,34621786.650,9.465,44.790,21.051,8.073,35073074.592,5.819,51.619,19.928,4.690,34575957.958,21.249,106.682,31.029,5.028,36650702.117,72.036,80.234,46.375,8.625,33920327.988,61.517,33.341,18.076,7.854,35471747.998,64.239,42.101,16.381,5.743,36078753.722,30.046,44.720,13.644,8.634,34620282.572,303.130,143.094,61.841,24.387,34891058.938,23.106,45.240,28.153,7.464
Omar3-Sleep stage 1-43,35140382.951,11.247,65.377,32.153,4.559,35284685.512,11.704,28.471,18.784,4.382,35192994.479,1.706,3.443,3.482,2.055,35420102.319,9.341,14.235,11.754,4.104,35533949.387,6.784,7.958,9.234,4.828,35736046.041,44.849,32.673,20.086,8.642,35271371.845,11.448,41.494,18.541,4.790,34886257.252,41.911,229.414,57.915,12.276,36695542.231,44.912,135.834,48.277,9.488,34133179.837,33.231,56.866,27.936,12.390,35110315.380,68.872,44.916,26.140,7.988,34236630.482,44.165,43.946,31.020,6.506,35298597.403,237.660,132.239,86.916,28.817,35345919.572,41.050,65.759,46.136,8.674
Omar3-Sleep stage 1-44,35203588.891,18.943,49.956,30.644,5.483,35175670.987,10.548,37.593,18.022,5.524,35125029.539,2.456,3.341,2.391,2.808,35048744.716,7.441,16.246,12.295,4.053,35085638.737,10.895,8.756,12.975,6.743,37090623.273,89.919,75.892,52.588,13.498,35276270.013,9.146,54.034,33.449,6.036,35446246.440,55.929,293.171,148.723,8.233,35167493.640,92.876,140.761,94.276,22.623,35470750.608,95.986,56.373,44.610,13.157,34996973.625,83.324,26.465,34.952,12.195,35324317.896,77.807,59.470,40.018,9.289,35398585.259,164.953,89.230,69.286,24.068,35198080.022,18.805,59.844,61.810,8.216
