File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar2-Sleep stage W-34,35164354.657,25.135,14.333,11.857,6.170,35196935.230,16.234,11.186,10.111,5.053,35178628.808,6.081,4.538,4.154,3.094,35193453.393,29.635,14.052,7.746,7.312,35192585.513,8.320,7.358,6.498,3.585,35085515.485,57.527,25.045,17.769,10.800,35228418.816,5.324,12.019,9.531,4.636,36249361.884,45.010,34.370,34.034,8.281,32878148.086,265.882,81.212,32.852,18.542,37839842.240,248.001,48.658,24.212,10.803,35587826.374,279.876,68.060,53.807,17.459,35246537.235,42.976,40.081,33.082,15.151,35040626.843,42.388,23.209,20.929,9.248,32457321.714,23495.148,11978.823,17752.605,3291.471
Omar2-Sleep stage W-35,35040475.729,16.556,20.850,17.688,4.613,35013810.407,7.577,6.958,14.590,5.367,35137566.291,4.116,1.991,3.657,2.351,35171030.343,25.072,7.091,10.866,4.743,34859432.892,5.891,6.381,8.296,3.769,35300950.562,56.456,24.308,22.588,14.937,35088346.781,6.432,12.659,14.681,4.486,34682914.420,50.672,48.215,21.742,7.140,35984743.697,168.298,45.021,25.648,12.968,34121284.095,153.782,54.082,35.793,11.017,33583419.001,655.247,124.935,49.986,17.201,34553893.511,83.803,37.487,35.978,9.317,35502518.317,51.504,23.340,26.063,9.675,38949938.542,34573.122,22217.033,23596.536,2798.891
Omar2-Sleep stage W-36,35133174.514,21.929,11.520,14.681,4.960,35231358.279,13.574,11.033,9.648,4.243,35179648.521,5.706,2.236,1.973,1.739,35233214.238,18.855,8.388,10.113,5.060,35280432.345,8.814,8.790,6.456,3.225,35781717.995,161.794,63.968,42.294,17.121,35137619.436,9.415,12.140,10.088,4.222,35321749.410,83.819,49.214,34.527,16.707,34266309.974,678.083,322.287,201.153,51.027,35809265.859,573.762,183.527,152.681,66.130,36042657.516,150.930,42.768,14.675,8.541,35324839.174,29.829,36.709,27.649,12.165,34903401.316,66.921,23.286,15.310,7.037,35432120.411,16155.378,6546.379,10471.357,1874.189
Omar2-Sleep stage W-37,35292036.131,9.962,6.758,15.132,5.001,35263341.996,5.682,8.381,12.206,5.099,35226993.568,2.899,2.935,4.233,2.379,35145629.534,23.386,7.247,11.875,5.959,35384544.083,4.841,5.861,6.245,5.439,34268907.748,213.433,18.499,22.984,13.871,35234667.110,9.643,4.768,13.120,5.505,35435607.921,120.584,24.923,43.512,12.780,34603614.159,1007.444,359.914,386.193,101.931,35759089.100,734.780,192.275,171.592,64.476,34132712.789,137.070,14.111,27.974,9.797,35061415.962,32.691,6.908,22.743,10.692,35041808.675,29.753,23.547,25.245,10.409,33693749.008,31975.403,7840.597,6326.123,1468.768
Omar2-Sleep stage W-38,35187560.767,25.399,19.348,12.727,4.134,35125412.724,16.600,11.575,10.941,5.040,35162751.977,4.191,2.213,3.354,1.732,35078092.864,17.465,9.117,11.529,4.690,35237249.175,6.052,3.197,8.184,5.167,36801744.667,181.542,43.099,27.456,13.500,35328553.750,13.915,7.537,9.596,4.801,34623007.474,51.598,26.942,22.192,9.182,38016792.387,489.798,115.277,82.879,31.165,33245289.810,289.995,64.796,57.751,15.576,36077895.892,535.621,283.323,206.243,63.007,35286635.771,81.435,45.291,41.642,15.975,35414918.360,87.563,17.068,17.647,7.874,34429150.854,30033.310,26009.035,17167.384,2500.082
Omar2-Sleep stage W-39,35229561.293,12.410,9.461,11.368,3.886,35354243.885,18.775,10.676,11.451,3.785,35347224.692,4.889,3.427,4.802,1.725,35375578.703,11.120,7.389,8.596,3.611,35180259.765,17.022,6.006,10.286,4.848,34850233.721,136.034,68.914,48.242,19.584,35234414.553,10.723,7.808,15.037,4.456,35321706.494,22.280,22.372,24.753,7.566,35073161.880,303.666,89.806,77.762,28.047,35404857.248,128.299,56.304,54.792,13.043,35353123.721,286.178,131.403,119.327,38.387,34762485.027,29.037,25.120,20.384,8.590,34510233.762,19.075,17.657,22.993,9.841,34193344.097,18507.293,7620.192,6945.251,2593.164
Omar2-Sleep stage W-40,35143066.791,31.156,13.091,13.667,3.833,35152628.347,9.161,11.648,11.075,4.391,35125424.829,4.033,1.790,3.482,2.653,35170021.660,9.827,6.569,10.111,3.953,35049468.062,4.778,8.053,8.037,4.942,34727276.181,195.275,121.251,88.390,23.824,35037215.422,6.097,9.859,12.024,3.571,35621000.040,58.161,27.024,25.235,4.848,33317512.350,359.242,59.125,56.135,14.997,36736083.090,260.694,29.895,40.826,12.036,36048250.394,395.970,50.808,30.713,7.157,36330687.735,200.806,76.458,89.909,29.549,35970497.226,103.381,31.365,26.658,8.088,42015229.451,9445.188,4548.783,6358.574,1647.467
Omar2-Sleep stage W-41,35229814.407,18.308,15.452,13.344,5.213,35179775.220,11.913,12.433,15.284,5.601,35137410.166,4.985,3.602,3.437,2.822,34998107.259,43.397,13.801,11.616,5.667,35286978.000,3.428,4.304,7.422,4.987,34881256.240,70.166,27.253,36.777,13.657,35254856.012,8.903,6.357,8.939,4.373,35584716.775,106.086,56.310,28.357,9.339,34017419.263,831.502,211.775,148.042,43.703,36382809.099,577.316,132.414,74.041,23.663,35537655.734,510.332,57.734,66.968,19.702,35500492.276,210.812,55.147,38.967,11.256,35079621.823,87.462,37.713,18.359,7.222,26654136.912,12408.072,6888.201,5480.696,1577.826
Omar2-Sleep stage W-42,35100089.371,21.269,8.896,12.940,4.963,35110733.450,20.373,9.533,11.932,2.849,35238379.859,3.821,1.221,3.066,1.672,35330050.776,13.903,6.018,9.558,2.703,35110647.917,6.000,6.823,9.252,3.613,35739835.172,105.240,14.336,22.375,10.083,35191466.032,8.669,6.867,15.386,5.724,34344385.697,56.057,30.030,29.992,5.286,37338122.811,111.011,77.053,51.226,12.556,33084099.686,123.013,58.855,27.065,10.623,33578871.050,568.855,293.097,225.051,59.398,33862594.137,75.593,41.672,47.558,13.249,34624150.663,11.926,14.193,24.623,6.174,38981411.720,9620.783,10971.064,3522.952,510.586
Omar2-Sleep stage W-43,35192716.551,23.502,11.623,10.782,5.302,35384922.945,13.107,6.006,8.550,4.255,35242527.703,3.060,1.147,2.586,2.395,35125675.190,11.555,5.937,7.557,3.315,35150567.994,6.025,3.989,7.213,6.935,34449137.821,33.662,10.153,22.894,10.348,35144407.628,9.773,2.627,8.530,4.892,35046502.443,31.064,21.394,25.555,6.988,36296704.660,177.459,64.460,52.870,18.945,34391331.010,164.271,62.268,56.651,20.178,34164151.715,57.986,22.862,24.042,11.301,34650339.519,43.994,24.586,26.181,12.497,34975915.413,42.089,21.134,22.998,13.206,38563870.382,9006.921,9238.521,6025.076,1276.991
Omar2-Sleep stage W-44,35221459.566,20.357,15.951,13.402,5.729,35112545.951,13.147,9.781,9.839,4.584,35149699.731,3.732,1.481,2.523,2.066,35111453.266,6.411,3.530,7.236,3.729,35191019.639,8.177,3.528,6.697,4.444,35306490.119,36.821,7.975,19.271,13.230,35116956.385,11.500,6.277,11.341,5.472,34876176.040,31.923,24.203,20.502,9.257,36815660.356,91.934,25.173,31.691,16.567,34284285.474,67.371,18.114,19.764,10.151,35910593.079,116.810,24.576,20.076,7.543,35485414.197,50.554,34.086,26.351,10.293,36145798.804,37.204,27.947,15.828,9.003,43845398.768,13104.341,9927.846,5256.678,654.640
Omar3-Sleep stage W-00,35144245.285,32.686,21.198,18.741,12.422,35113265.118,25.005,14.463,17.496,11.590,35068921.582,2.047,1.544,2.559,1.595,34750632.518,8.396,8.986,11.216,7.207,34964871.912,6.057,5.877,12.461,8.800,36191291.631,21.991,14.306,13.070,9.805,35248923.487,9.130,17.921,9.417,7.631,35348555.459,40.227,38.345,26.785,16.128,35525757.540,66.157,44.246,32.109,19.133,35369135.625,36.231,37.330,24.943,18.202,35388715.989,38.022,40.623,30.587,15.593,35193481.499,32.691,49.533,22.361,16.010,34917384.140,177.017,32.771,28.440,15.158,35376460.317,21.287,34.663,23.949,13.483
Omar3-Sleep stage W-01,35434086.638,53.492,30.437,30.085,5.418,35359549.201,39.799,11.541,15.042,6.411,35209822.665,4.373,1.401,2.781,2.215,35220651.661,33.622,8.431,12.259,5.006,35595987.833,9.448,5.800,10.874,8.666,34800345.071,76.884,44.063,22.258,11.383,35444374.311,22.510,18.068,8.935,5.378,35397563.355,33.642,46.707,27.250,10.713,35118855.987,78.174,91.233,30.362,13.051,35577353.016,42.684,50.381,24.787,11.935,35513051.468,222.684,65.342,30.866,12.769,35082153.148,344.592,85.958,94.691,24.840,33981543.872,99.354,112.357,57.218,13.264,34993832.861,89.415,64.427,52.782,8.857
Omar3-Sleep stage W-02,34985679.171,16.794,26.173,18.230,5.624,35127500.614,12.293,11.587,14.591,6.312,35223936.942,1.728,1.605,2.766,2.423,35250227.281,6.565,9.136,10.259,5.611,34958767.416,14.761,15.178,11.235,7.748,35894253.902,49.668,42.896,27.553,8.999,35061080.721,10.713,24.777,12.524,4.798,35318009.725,30.687,92.177,49.066,11.806,33379774.681,308.633,112.440,89.690,17.548,36163686.346,168.368,85.121,81.760,30.176,34875410.196,30.571,26.083,24.598,10.032,36099116.663,189.708,92.742,69.397,22.998,35477181.949,66.201,27.312,36.857,9.340,35019954.035,39.349,49.396,30.383,9.636
Omar3-Sleep stage W-03,35212319.410,22.852,16.629,12.386,4.792,35233781.205,17.377,14.701,10.801,6.391,35221077.876,1.442,1.757,2.382,2.360,35208830.196,6.745,6.914,8.009,6.517,35181945.956,8.551,10.898,11.198,8.356,34706671.963,146.077,48.058,70.932,22.579,35305965.018,8.702,8.961,11.513,3.486,35375264.193,31.534,45.498,23.729,10.250,34839186.176,122.106,33.971,29.729,10.738,35600110.761,110.809,38.739,27.012,10.455,35489139.662,31.551,26.427,20.227,12.429,35113751.902,140.695,71.029,68.348,25.996,36354133.240,194.411,66.214,50.625,18.821,35584758.006,38.230,28.096,16.493,9.172
Omar3-Sleep stage W-04,35075029.362,7.835,9.587,30.081,6.283,35039527.770,5.548,9.314,16.209,5.206,35141934.803,0.634,0.929,3.102,1.915,35185649.814,4.935,5.615,10.683,3.882,35103315.938,5.725,7.293,8.342,5.331,34657480.746,179.463,74.383,67.819,23.708,35077082.947,6.859,7.203,12.270,3.706,35654893.949,31.809,32.107,25.213,8.907,33229583.305,340.713,100.980,37.850,15.775,36648056.526,201.346,50.524,45.992,12.284,34971440.236,225.474,20.725,36.637,10.899,34809027.334,78.156,49.150,47.420,19.999,36297827.480,299.837,149.780,164.289,49.906,35135360.509,14.253,24.310,34.330,7.940
Omar3-Sleep stage W-05,35137570.412,15.737,20.041,13.482,5.577,35297936.249,11.624,9.539,14.131,5.928,35203100.343,1.428,1.165,2.375,1.839,35175944.262,6.979,8.064,10.562,4.299,35344841.249,5.030,4.969,10.492,7.070,34943965.872,23.065,19.400,9.853,6.920,35184423.108,9.299,5.272,6.696,3.806,34453910.335,32.266,24.136,13.663,5.848,37667693.617,66.111,52.296,36.367,13.161,33351272.673,61.284,43.817,25.845,16.443,35063412.882,90.000,36.577,36.882,11.524,34870531.428,75.863,52.957,31.740,18.301,33469991.106,133.198,40.578,48.657,13.598,35015240.435,19.315,30.140,13.293,7.675
Omar3-Sleep stage W-06,35215835.767,31.953,16.440,18.297,5.440,35140076.615,11.954,9.257,11.321,5.536,35168298.348,3.014,1.732,2.340,1.770,35141368.033,8.733,6.078,7.627,6.479,35208802.196,5.768,5.633,8.027,5.731,35496022.595,134.620,35.586,34.796,11.035,35229586.309,18.602,14.395,10.867,4.700,36067310.114,47.103,21.880,20.798,10.685,32390640.367,334.097,78.111,46.851,11.510,37614329.249,209.435,55.080,27.722,12.297,35737769.351,100.690,31.929,21.950,10.630,36454767.565,57.707,41.680,37.001,18.648,35298645.709,72.341,32.797,25.194,12.871,35217724.562,53.448,28.957,22.671,9.003
Omar3-Sleep stage W-07,35244393.400,14.480,12.696,13.261,4.297,35196407.325,9.564,5.365,9.756,5.301,35126850.490,2.447,1.231,1.766,1.561,35290539.302,8.242,6.113,5.714,4.000,35145041.239,4.373,2.428,8.792,6.220,35286788.337,75.827,42.388,29.974,10.950,35162500.100,4.272,5.673,6.303,4.618,34791906.170,20.619,29.004,23.383,7.326,37198117.172,138.243,33.825,36.064,16.305,33714012.600,111.699,53.534,32.548,13.821,35207149.294,49.468,29.761,18.062,9.118,33945532.879,57.380,26.219,18.665,9.752,35102076.962,39.976,26.326,27.461,9.794,35247260.830,32.759,23.234,18.872,7.364
Omar3-Sleep stage W-08,35308637.108,12.071,16.284,15.578,3.765,35248763.651,13.768,6.503,10.196,5.796,35324885.398,1.901,1.156,1.857,1.827,34901651.770,9.412,7.003,7.738,4.093,35227195.463,6.552,5.329,8.550,5.985,35165109.360,87.107,43.755,36.888,10.409,35341599.894,11.408,12.726,6.638,3.271,34634609.617,40.526,32.343,25.699,7.489,38379804.337,171.770,51.692,72.150,19.956,33188627.136,103.247,60.048,72.611,19.934,35240061.948,53.112,20.890,26.582,6.711,35499090.759,20.435,19.530,25.217,9.034,34635917.455,133.543,63.507,47.439,18.748,35281961.751,18.721,29.857,31.397,7.034
Omar3-Sleep stage W-09,35173711.763,20.655,21.620,7.236,5.138,35188988.724,8.871,9.582,7.433,5.163,35230800.243,0.819,0.779,2.154,2.116,35234202.361,19.796,9.326,8.908,5.186,35253516.918,8.885,4.068,10.997,6.036,36536184.483,50.492,33.594,21.220,5.320,35139201.878,8.226,9.992,13.561,4.656,34812704.843,55.872,30.224,25.505,10.924,36571470.397,102.528,60.380,47.411,22.761,34086879.226,92.930,31.314,28.069,20.707,35540643.146,120.442,25.832,13.738,7.695,34600295.521,68.713,47.349,34.118,12.783,36289587.261,83.305,46.390,19.141,12.272,34989786.612,31.488,35.513,14.845,8.622
Omar3-Sleep stage W-10,34988552.531,13.634,11.874,16.630,5.304,35258655.076,6.511,8.041,12.479,5.101,35310265.320,0.998,0.731,1.816,1.543,35648911.427,3.797,6.042,7.660,4.640,35300858.523,3.657,3.695,7.226,5.204,33318519.116,18.296,15.457,16.061,7.615,35096999.177,5.696,5.099,12.583,3.424,35272874.951,13.591,9.376,23.417,6.675,35098239.168,28.500,21.362,28.310,12.950,35315290.173,23.149,14.423,24.968,11.122,34761019.625,24.281,18.723,22.300,7.999,34875733.718,57.453,26.304,27.948,12.707,34616708.129,69.527,24.565,34.875,14.509,35151277.274,20.355,26.824,22.549,5.579
Omar3-Sleep stage W-11,35310478.136,10.878,17.674,16.286,4.431,35224723.385,12.005,11.803,16.228,5.276,35155004.934,2.832,2.455,2.060,1.902,34981682.128,13.911,11.384,12.233,5.034,35116599.290,6.157,6.997,11.095,6.614,34668529.040,41.697,15.986,12.445,6.176,35103036.562,10.564,11.356,11.386,5.960,35880046.340,64.461,31.438,33.011,7.868,32557677.588,439.725,118.747,131.319,40.265,37390121.997,296.170,92.837,82.068,20.070,34771215.978,47.249,30.914,21.300,9.810,35682152.271,27.740,26.689,27.880,17.136,35455897.915,97.424,29.839,37.406,15.490,35197340.537,20.066,30.537,31.932,7.128
Omar3-Sleep stage W-12,35195469.094,15.577,12.008,12.492,4.400,35263633.244,18.389,6.263,13.400,5.325,35104805.071,2.158,1.691,2.823,1.795,35052474.002,5.854,4.617,9.197,5.019,34991878.552,6.249,6.132,6.673,7.313,35975638.470,72.556,36.006,32.880,20.099,35288467.550,6.737,4.818,9.474,3.872,35038014.411,180.657,64.112,48.179,21.814,36194699.591,1319.206,587.408,448.006,125.319,34500395.232,1187.207,440.624,313.036,125.711,35040967.608,106.576,34.839,28.093,12.447,35605563.526,85.590,16.496,26.121,11.539,35175829.594,92.919,32.384,23.585,9.486,35098105.847,42.239,21.195,21.478,7.995
Omar3-Sleep stage W-13,35088100.115,28.765,15.197,23.408,6.191,35123762.607,18.938,9.743,18.681,9.163,35236285.277,2.692,1.547,3.227,2.339,35211065.564,18.298,5.909,9.896,5.562,35233236.501,5.089,6.960,10.858,6.398,34687711.577,14.857,8.208,22.291,8.457,35078277.847,5.637,5.639,14.958,5.133,35081745.411,173.188,36.690,49.086,13.412,34949549.265,735.524,348.364,229.667,74.877,35242358.089,705.865,241.779,234.594,65.957,35377074.277,70.107,74.669,36.057,8.055,35432976.154,105.233,77.742,76.227,16.824,35748500.114,100.878,104.755,57.586,11.563,35086767.922,56.448,56.480,61.055,8.167
Omar3-Sleep stage W-14,35270198.848,39.240,31.270,19.561,5.475,35247729.878,18.799,20.599,15.792,5.648,35226010.970,2.411,1.098,2.991,1.869,35340855.195,22.038,11.990,12.334,3.642,35516553.552,9.243,8.581,10.354,4.551,35635390.739,29.593,14.830,30.111,11.751,35306682.736,8.622,7.928,7.929,3.475,35812322.082,75.417,34.099,37.246,7.680,32910689.640,255.159,119.380,66.508,14.628,37120379.296,307.674,117.830,104.203,23.625,35178367.820,66.298,30.032,18.938,9.615,35088826.129,95.523,56.534,52.445,17.438,36020327.944,107.853,39.528,46.620,11.531,35373934.562,45.805,37.916,29.770,8.959
Omar3-Sleep stage W-15,35285379.406,33.031,14.159,22.306,6.573,35121866.281,10.211,9.403,14.375,6.912,35143228.350,2.579,1.476,2.913,1.567,35027311.392,15.393,8.663,12.812,7.698,34974109.865,9.081,9.226,13.508,5.205,34478287.728,26.311,23.233,18.667,8.355,35205845.040,10.617,6.531,12.368,4.986,35517788.694,72.766,58.114,63.045,11.150,33753274.614,644.623,238.629,119.610,43.406,36402708.618,397.016,157.930,195.501,54.687,35732202.662,50.788,39.970,26.294,8.648,35719093.436,146.480,39.447,62.960,21.727,34428940.841,101.722,34.593,64.494,12.694,35226796.688,32.246,15.899,35.419,9.018
Omar3-Sleep stage W-16,35167390.418,20.237,18.198,20.391,4.912,35219028.157,12.289,10.384,14.244,5.253,35222766.239,1.810,0.892,2.111,1.436,35458948.258,10.530,5.607,10.459,4.591,35236873.900,14.644,7.329,8.024,5.628,36091122.441,74.923,32.504,31.539,12.813,35249999.144,12.998,12.324,9.541,4.100,34470640.869,83.605,99.404,55.705,13.032,38567678.196,223.582,169.126,66.877,35.330,32663256.339,403.377,104.565,148.598,40.575,34939471.057,97.438,16.769,24.659,8.771,34250941.341,211.066,49.058,60.070,23.813,34428113.190,125.003,38.840,33.364,7.428,35072294.694,17.462,32.038,23.302,6.566
Omar3-Sleep stage W-17,35139743.088,16.158,11.527,15.135,5.614,35177773.722,11.498,6.994,11.747,6.099,35217564.107,0.891,0.524,2.570,2.022,35240423.512,13.754,7.169,11.495,6.006,35310212.336,5.058,3.942,8.862,5.919,35083972.550,172.988,52.395,62.380,22.796,35232400.871,8.145,7.239,12.318,4.793,35019245.716,32.134,25.825,32.923,13.196,35952473.006,508.887,186.504,138.637,39.954,34748050.613,298.860,92.645,103.607,35.028,35015551.180,82.554,32.734,30.773,10.693,34918853.898,22.768,13.736,23.699,11.173,35732177.016,131.558,24.041,27.352,10.187,35108400.924,36.613,15.149,27.371,8.066
Omar3-Sleep stage W-18,35176208.550,21.672,7.025,16.544,6.922,35137040.726,13.784,12.357,10.317,4.951,35059178.028,2.983,1.156,2.100,1.893,34891030.423,13.119,7.002,7.219,4.148,35081482.944,13.775,12.857,15.122,8.641,35114342.660,69.740,13.246,28.604,12.499,35202976.545,10.419,8.940,14.508,4.354,34629304.006,20.549,36.175,29.918,9.871,37308390.772,182.771,81.080,79.052,21.176,33624586.219,116.995,61.035,68.311,27.751,35259035.345,192.350,62.132,62.732,20.268,36210464.681,29.751,16.334,26.536,12.058,34820479.052,115.902,25.875,39.922,12.885,35094568.056,21.126,16.326,23.488,8.607
Omar3-Sleep stage W-19,35081715.828,39.596,12.647,17.658,6.172,35241594.485,23.098,9.451,12.752,5.030,35197156.653,3.807,1.222,1.597,1.873,35249501.937,32.710,5.077,5.292,3.889,35114150.579,14.991,8.735,8.378,7.435,35979676.097,54.996,18.112,24.081,8.643,35048551.403,9.282,5.571,7.803,4.022,36449781.492,37.693,21.878,17.544,7.177,30688860.066,406.851,106.826,78.090,25.303,38916484.699,231.984,46.202,27.913,14.554,35257455.156,172.870,75.926,73.870,23.480,34480685.674,122.954,20.927,21.566,10.978,35488331.146,38.830,29.398,16.064,13.340,35392601.486,32.588,25.173,16.300,6.665
Omar3-Sleep stage W-20,35168911.390,32.571,17.123,21.391,4.425,35141895.596,16.405,10.559,11.717,5.006,35154632.689,0.770,0.824,1.728,1.304,35107625.919,7.444,5.807,8.321,5.335,35080176.658,7.981,9.129,12.447,6.382,36187126.125,48.790,39.455,34.480,11.943,35179546.497,8.676,8.416,9.240,4.103,35300481.920,45.639,30.255,23.395,5.714,34683762.995,372.460,172.689,144.652,36.113,35530881.143,225.425,49.868,58.058,27.394,34926848.069,36.572,42.454,38.564,9.597,36036119.427,66.113,32.521,35.824,13.298,35088632.335,95.159,26.491,21.539,7.904,35236227.076,37.983,19.730,25.226,7.129
Omar3-Sleep stage W-21,35096877.312,24.700,18.039,12.630,6.167,35316848.590,30.645,13.526,17.127,6.712,35338253.446,2.230,1.235,1.826,1.894,35344696.935,17.305,7.288,7.973,5.163,35366493.637,16.018,8.573,10.012,7.428,34416530.607,117.668,30.202,25.786,12.157,35230155.456,28.742,13.202,10.881,4.437,34358707.580,17.088,31.408,16.814,6.998,38554785.516,15.490,23.372,25.110,11.123,32719075.062,39.160,19.884,15.956,7.526,35503486.103,117.895,19.646,16.062,7.045,34342069.817,83.571,34.832,25.002,11.544,34932337.321,98.956,33.664,25.548,13.700,35116617.764,40.878,24.004,16.597,8.267
Omar3-Sleep stage W-22,34969724.261,17.518,10.518,13.757,5.802,35081716.714,10.224,5.556,16.444,8.021,35278657.954,1.140,0.785,1.721,1.815,35494139.366,11.224,3.695,9.363,5.433,35187978.661,5.151,3.359,11.826,3.084,35193719.289,83.404,33.955,44.282,15.336,34929005.936,8.894,6.435,15.246,5.033,34942916.253,35.265,38.504,39.672,9.831,34241507.530,210.146,76.950,58.223,23.480,35228445.152,105.652,49.038,61.310,21.542,34147793.049,111.403,32.028,33.134,12.489,34736885.788,48.672,19.718,33.178,16.968,35052578.051,75.045,23.088,22.582,14.868,34604899.598,32.034,22.372,25.495,8.946
Omar3-Sleep stage W-23,35495439.994,40.255,21.303,12.740,6.027,35082884.497,19.536,10.716,11.430,8.623,35118893.173,3.001,1.429,2.174,1.842,34702727.696,47.261,12.768,9.784,4.624,35148816.849,12.596,9.420,13.973,8.174,34650672.533,32.515,19.247,17.039,14.555,35417897.786,11.667,10.177,9.371,4.843,35226303.332,66.312,35.568,35.322,17.712,37418959.315,360.007,142.124,130.043,35.129,34469140.923,337.450,136.218,102.304,44.328,36614054.480,343.673,38.637,31.675,10.926,36074387.999,239.748,39.942,36.001,16.146,35634266.384,183.812,58.373,31.343,15.683,35770853.221,52.260,33.352,24.462,6.853
Omar3-Sleep stage W-24,35256352.485,25.469,28.725,18.971,3.510,35330273.847,22.579,18.075,22.515,5.332,35216164.264,1.745,2.672,3.219,2.803,35375709.125,7.717,12.617,9.407,4.078,35325981.636,6.962,8.163,8.370,7.140,35147897.180,35.626,10.620,20.711,5.707,35253518.916,13.217,6.601,14.976,5.080,36003945.372,46.272,26.772,29.519,9.757,32998202.185,25.023,26.714,27.937,7.773,37310617.883,69.061,33.887,32.217,12.418,34734741.138,88.486,34.945,29.155,12.303,35230593.282,38.673,32.441,24.018,12.054,35373549.122,153.752,48.757,37.186,19.803,35110379.404,59.752,50.874,28.608,12.464
Omar3-Sleep stage W-25,35085328.877,18.652,9.345,13.442,6.395,35160359.164,10.094,6.964,12.671,4.511,35142831.290,1.260,0.953,2.564,1.712,35281966.814,2.810,8.337,9.921,3.694,35180842.531,2.620,3.144,7.531,5.345,35830510.634,33.153,14.343,17.130,7.055,35190441.702,6.412,6.723,11.306,3.500,34927593.769,45.855,27.349,49.795,8.974,35932380.689,286.513,117.790,106.980,30.634,34489370.826,211.675,60.110,63.995,29.484,34854913.516,29.015,23.713,16.047,9.514,34746752.939,58.518,21.137,19.808,12.576,35346165.105,64.720,28.560,17.506,8.670,34995415.805,24.250,24.345,14.639,6.324
Omar3-Sleep stage W-26,35163984.498,11.135,12.202,15.663,5.844,35138884.488,11.234,11.032,12.481,4.246,35156829.864,2.019,1.659,1.754,2.097,35169396.782,20.840,6.860,8.790,4.641,35103096.147,9.343,8.012,6.062,6.327,33337295.217,51.797,17.465,13.975,10.504,35124883.549,5.833,9.345,8.046,5.249,35178120.767,43.443,42.331,31.508,7.293,34510204.203,248.271,116.319,126.579,46.169,35537954.181,213.854,82.651,69.910,25.208,35131977.451,43.034,23.437,21.416,9.574,35671178.453,78.977,24.355,29.926,12.570,35266900.004,105.888,21.693,20.900,8.751,35239288.296,28.527,23.100,23.273,6.030
Omar3-Sleep stage W-27,35334156.645,11.749,9.589,23.639,5.157,35181340.212,7.150,5.057,15.130,6.005,35242009.752,0.859,0.756,2.422,2.392,35092900.564,2.975,3.895,10.017,6.157,35142247.666,6.889,8.449,13.128,6.603,36260010.864,43.598,10.985,21.267,8.953,35169079.048,6.124,10.747,12.958,4.245,35827214.821,131.332,136.645,88.663,26.789,32676590.843,2093.041,694.543,623.336,201.905,37349896.680,1281.278,578.109,497.206,156.191,36261948.229,126.165,48.285,23.154,8.340,35892877.535,23.040,10.417,29.311,11.978,34757758.321,110.483,66.294,53.286,17.530,35186654.978,14.567,18.742,35.767,7.866
Omar3-Sleep stage W-28,35122782.752,13.188,17.152,17.790,4.806,35414024.522,10.655,9.905,11.900,5.912,35285796.774,0.808,0.880,1.991,1.793,35077907.085,5.197,5.262,8.345,3.905,35454894.783,4.630,5.332,7.945,4.394,33523481.320,31.723,22.592,19.978,9.098,35141804.092,7.104,4.913,9.589,5.407,35178116.400,273.322,127.969,107.321,42.797,35395011.226,4113.808,1548.391,1299.366,406.682,35178784.011,2546.596,987.260,804.178,282.570,34494180.186,34.439,21.366,13.833,8.322,33969512.455,53.241,32.468,41.264,16.897,35667711.457,24.621,16.303,18.793,10.504,35356004.575,18.281,16.362,26.635,10.381
Omar3-Sleep stage W-29,35029595.384,26.660,31.297,21.859,8.018,35260166.633,12.602,14.425,14.498,7.401,35198176.319,2.758,1.334,3.037,1.737,35419464.859,19.851,7.513,11.330,4.884,35103142.518,9.086,5.649,8.298,6.352,35842498.717,37.061,19.162,27.230,9.695,35185952.744,9.102,8.225,8.784,5.842,34500223.747,115.682,59.574,39.935,11.020,38168656.911,598.794,246.686,247.264,76.341,32961943.109,487.132,188.803,138.307,44.320,34892925.423,31.599,35.792,33.207,10.654,35061651.901,127.162,57.513,43.359,16.593,34665699.762,33.543,31.926,31.568,7.528,35039925.567,16.773,29.351,31.650,7.814
