File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar3-Sleep stage 1-00,58.119,6.859,38.774,16.864,5.207,423.572,5.965,12.899,8.693,9.578,16.861,2.043,2.617,1.866,2.321,25.964,7.508,12.772,7.643,6.436,97.756,6.297,2.463,18.189,10.470,1479.641,18.647,100.521,19.547,7.435,66.237,10.629,229.610,21.473,4.982,350.377,29.461,908.886,140.165,12.095,3982.053,57.422,302.940,66.980,10.425,2701.203,54.501,53.388,29.752,15.781,366.321,63.794,38.412,24.851,7.150,1225.664,15.416,40.000,24.152,7.152,3688.956,16.941,14.035,28.921,8.584,54.449,9.504,40.053,26.731,8.516
Omar3-Sleep stage 1-01,16.465,14.786,52.871,24.656,5.043,13.117,11.226,50.042,15.212,2.956,3.110,1.340,4.732,2.782,3.286,40.185,7.943,19.233,8.950,5.847,11.351,5.434,19.337,10.219,6.959,3595.130,22.725,125.965,13.594,5.257,30.363,24.030,239.230,18.774,5.245,649.895,76.601,538.918,62.030,7.555,7044.724,208.679,343.510,50.701,12.761,4843.672,189.157,69.333,35.265,13.100,460.721,96.378,38.967,30.206,15.378,340.847,28.797,37.736,31.725,8.273,3918.691,63.233,46.184,41.713,8.604,28.824,29.829,46.233,48.653,10.109
Omar3-Sleep stage 1-02,51.619,31.221,67.187,12.593,4.846,23.505,12.708,28.330,10.719,4.531,10.858,1.769,3.872,2.762,2.362,43.928,8.518,20.395,8.162,2.730,26.914,3.772,11.910,15.544,8.767,4775.970,37.485,151.325,12.252,4.805,66.073,18.749,262.524,15.828,4.035,1055.065,86.674,993.953,49.725,12.605,14622.572,312.628,368.203,31.774,8.622,8720.763,206.923,95.956,30.380,7.295,888.708,50.086,57.140,21.293,5.442,1111.659,14.620,54.551,17.719,4.352,5519.063,52.189,43.415,21.682,4.916,91.720,25.218,82.684,24.663,9.976
Omar3-Sleep stage 1-03,49.536,16.154,101.910,20.596,7.224,45.651,8.545,38.254,12.419,5.172,9.387,0.864,5.199,1.858,1.478,29.242,4.637,32.198,7.696,4.033,53.616,3.941,15.757,15.868,11.818,1883.829,27.889,188.224,21.213,8.094,33.407,25.055,260.602,21.342,5.479,1089.029,78.174,341.595,43.462,6.951,8371.238,84.380,131.516,41.125,6.924,7058.419,199.504,49.572,29.883,11.861,65.302,31.855,16.296,18.874,4.509,299.213,29.690,61.248,23.479,6.611,730.056,69.804,16.570,26.101,7.634,167.003,23.603,122.583,37.433,9.041
Omar3-Sleep stage 1-04,57.613,22.363,57.099,27.153,5.224,19.005,7.134,38.729,18.889,5.054,29.884,2.374,5.237,3.523,1.801,51.643,6.075,19.038,11.606,3.414,29.895,7.219,5.077,11.233,9.193,1850.919,24.433,87.837,20.159,9.112,57.143,15.097,273.335,20.479,6.572,1006.287,65.538,211.090,34.946,7.002,6178.042,77.063,104.683,29.675,5.123,5624.590,61.331,12.300,20.005,9.115,812.995,51.419,78.388,15.424,9.588,728.441,29.782,50.015,21.083,9.013,2895.987,38.785,55.371,35.953,19.587,77.552,17.478,93.230,34.913,10.339
Omar3-Sleep stage 1-05,147.740,8.251,33.355,14.351,4.832,49.088,3.059,30.196,7.254,6.261,6.641,0.795,1.568,1.867,2.176,50.699,2.464,10.906,7.185,3.689,28.803,2.293,4.312,11.890,17.440,1364.672,24.213,59.387,22.272,4.378,59.721,8.249,150.619,38.346,4.022,590.720,111.975,453.801,51.998,11.832,9786.112,139.436,115.282,48.268,6.363,5209.519,124.085,30.251,26.587,5.966,451.927,43.825,20.315,22.242,4.832,1346.373,48.511,33.125,18.792,5.384,2575.308,258.235,36.947,13.163,8.274,211.215,12.503,27.472,18.729,6.860
Omar3-Sleep stage 1-06,24.285,25.755,24.513,16.116,4.545,237.425,8.197,15.246,9.676,3.194,4.636,0.593,0.677,1.799,2.130,50.675,3.500,5.525,4.992,2.980,207.718,2.744,3.111,8.790,11.941,9848.123,178.923,68.732,19.130,6.260,48.214,3.947,87.795,20.787,5.811,4320.393,98.556,333.157,56.236,10.260,44414.786,392.822,182.471,36.385,11.148,33953.814,375.228,74.999,23.234,8.709,313.102,33.117,13.459,17.120,4.529,4462.921,21.137,15.652,15.699,6.479,728.310,35.162,9.361,14.885,7.439,111.538,17.769,24.521,14.943,6.085
Omar3-Sleep stage 1-07,45.900,10.857,17.507,28.861,3.058,155.384,6.897,21.603,23.778,4.560,11.907,1.371,1.555,1.682,1.464,159.080,3.247,9.254,9.355,3.602,42.845,4.884,9.871,11.350,10.124,1907.269,8.698,52.946,23.148,6.313,77.232,7.037,69.513,24.668,5.891,308.634,6.074,209.070,38.458,6.967,1423.360,45.346,173.578,30.528,6.439,1692.551,20.110,64.655,23.621,5.877,605.751,62.018,46.274,19.351,6.500,1265.036,7.372,26.912,22.047,5.978,360.645,55.143,50.924,25.543,3.583,116.377,5.975,40.059,35.973,7.071
Omar3-Sleep stage 1-08,80.123,9.914,47.602,19.183,5.967,79.430,8.066,25.462,16.781,10.476,1.620,1.370,2.220,2.936,1.935,16.230,5.287,12.250,10.778,4.313,61.463,3.786,7.119,14.564,9.501,227.904,5.291,102.068,15.207,8.514,16.119,7.389,240.200,24.998,3.645,6098.264,137.575,348.720,47.465,8.762,78368.494,1169.521,407.461,120.314,9.031,56117.734,889.110,76.324,28.950,10.444,1272.037,85.651,66.954,19.259,9.383,2840.691,66.974,25.601,17.317,11.890,15011.204,297.305,67.087,21.845,7.030,122.362,15.350,64.799,26.011,8.302
Omar3-Sleep stage 1-09,80.548,27.157,25.854,20.983,4.995,160.907,11.963,13.764,13.433,6.272,6.539,1.394,2.177,2.728,2.698,41.235,8.686,8.705,10.212,4.884,113.884,4.286,3.158,11.196,11.817,7013.972,69.654,75.962,10.985,7.068,94.602,5.178,81.416,9.108,4.673,235.883,20.954,83.218,39.272,5.825,5796.468,44.619,69.611,42.456,5.360,2956.954,35.965,28.488,30.256,5.098,637.345,36.528,16.959,21.719,6.107,3954.667,12.432,28.706,19.540,8.058,1208.573,15.913,25.575,31.191,8.003,60.090,11.601,38.457,26.566,8.566
Omar3-Sleep stage 1-10,32.204,6.945,48.535,18.884,4.551,111.044,2.078,13.071,15.212,7.227,2.924,0.274,0.916,1.793,1.439,17.804,1.525,10.586,9.590,5.026,85.322,1.771,5.635,9.632,6.458,3605.232,20.877,83.228,20.457,7.031,30.654,10.010,81.220,18.094,3.519,3828.563,96.765,225.124,36.244,6.598,36872.580,942.700,264.427,75.754,5.933,28633.076,585.451,90.550,34.149,5.850,2062.252,26.567,47.705,21.687,7.856,3154.873,22.152,59.064,18.817,4.963,8999.563,185.183,56.565,24.341,6.661,33.945,16.676,76.915,21.622,4.172
Omar3-Sleep stage 1-11,47.287,19.038,30.830,19.689,3.875,160.863,9.854,28.464,18.766,5.681,4.887,2.457,3.024,2.634,2.068,27.678,5.952,15.720,8.610,2.914,80.591,8.080,9.665,8.089,5.445,383.576,18.297,73.130,21.911,4.105,32.056,9.767,98.005,19.239,5.333,273.459,19.472,59.137,36.121,3.311,1329.872,46.696,60.266,29.507,2.471,1353.055,15.199,44.642,25.883,4.387,798.114,58.401,41.990,18.034,4.224,755.325,17.686,62.441,19.625,4.738,3276.724,76.801,68.290,18.603,4.438,43.660,11.521,61.703,21.579,5.818
Omar3-Sleep stage 1-12,16.452,15.235,18.077,16.527,5.679,59.235,3.948,7.524,11.225,7.916,1.505,1.286,0.719,3.606,1.966,5.899,4.872,5.314,11.276,5.733,36.516,3.874,1.988,11.694,8.540,2560.636,5.940,21.236,14.651,8.316,42.649,8.525,24.006,10.377,4.092,177.492,14.729,37.057,27.005,7.377,1967.324,52.592,24.106,32.083,6.230,1387.084,25.029,12.043,24.158,7.116,201.141,69.375,56.634,19.674,7.098,216.377,50.848,16.263,18.090,4.971,5816.948,253.227,26.437,38.509,7.446,58.164,18.322,17.479,27.989,5.360
Omar3-Sleep stage 1-13,127.045,23.581,7.107,15.917,5.633,260.817,17.914,3.230,13.218,6.521,23.912,2.311,0.623,2.077,1.926,188.107,12.355,4.898,9.702,5.850,231.212,4.035,3.186,9.450,12.175,6952.719,21.020,14.969,14.285,8.573,83.399,2.714,4.442,9.143,2.701,1394.628,3.129,24.813,27.663,6.774,10061.037,37.617,21.948,25.115,7.129,9487.014,26.074,21.564,26.280,7.072,505.511,5.800,24.467,21.676,7.155,3091.055,20.976,13.449,22.252,9.177,400.710,7.521,26.238,24.794,8.941,108.423,20.219,18.404,21.992,9.399
Omar3-Sleep stage 1-14,34.061,10.054,39.839,16.801,8.366,65.514,4.573,26.399,10.120,10.571,2.975,0.431,1.958,1.992,1.549,18.639,2.468,18.183,5.732,3.835,285.027,3.309,9.924,8.102,13.126,3767.005,49.955,94.599,19.865,7.778,50.459,11.014,180.375,18.105,4.301,337.050,36.835,268.790,30.303,10.611,6935.061,148.826,128.883,25.562,9.590,3762.700,77.864,38.142,23.430,17.998,898.804,98.332,49.603,17.387,7.896,495.118,21.028,54.870,19.324,11.590,5569.826,51.800,120.194,31.543,12.019,113.331,8.435,51.844,24.017,10.947
Omar3-Sleep stage 1-15,40.534,41.927,90.103,22.012,3.782,109.207,20.377,50.457,15.836,4.288,9.595,2.406,5.546,2.511,1.798,25.952,7.644,26.915,7.853,3.661,64.393,6.370,7.359,11.477,8.909,8537.857,67.385,75.626,13.499,8.872,8.638,9.515,116.283,10.362,5.751,6489.376,135.032,87.501,33.276,9.748,101279.496,1108.394,341.017,164.163,12.157,64589.914,778.712,112.867,52.438,11.432,314.515,65.052,38.746,17.309,4.743,3283.732,36.187,92.912,25.166,5.393,1193.806,45.327,70.178,17.505,4.730,50.438,28.655,134.122,33.562,6.208
Omar3-Sleep stage 1-16,54.411,15.115,17.266,22.787,6.316,47.238,11.820,6.016,12.608,4.213,1.752,2.115,1.034,4.059,1.441,4.540,5.477,3.610,7.628,3.754,120.015,6.971,5.977,8.421,7.389,3650.546,24.471,43.688,18.880,14.440,17.867,6.233,23.781,15.421,4.207,382.662,47.946,31.313,34.905,7.108,5226.689,62.203,84.818,37.109,5.831,3808.169,155.533,25.011,31.429,7.424,1766.868,64.394,24.944,30.201,5.694,722.118,13.043,31.097,25.320,8.325,2441.596,94.446,86.457,58.806,8.773,30.775,11.250,25.976,29.650,9.880
Omar3-Sleep stage 1-17,76.767,62.176,41.331,26.682,5.222,157.657,27.524,25.572,15.293,4.482,7.828,2.462,2.618,2.724,2.879,65.795,10.865,13.425,11.387,5.182,49.740,7.669,4.260,8.573,11.465,864.456,23.706,121.291,45.162,9.006,49.356,6.348,140.614,69.306,7.704,574.501,51.367,239.140,93.999,7.586,7970.355,153.014,141.368,85.189,6.158,4989.215,27.913,30.892,48.711,10.637,1677.353,134.764,22.017,18.001,10.076,942.406,56.746,24.526,16.646,5.703,2037.179,60.307,47.619,15.323,9.167,75.793,56.045,45.789,27.355,5.131
Omar3-Sleep stage 1-18,40.134,30.760,85.524,19.671,8.857,152.606,4.160,44.392,10.259,9.083,1.329,0.903,2.693,2.645,3.445,24.566,3.788,18.945,6.554,6.173,35.187,3.481,7.288,10.294,9.553,857.858,35.417,69.219,15.940,8.274,42.493,26.089,120.767,20.559,5.889,136.548,10.867,198.902,45.017,16.614,1343.981,42.461,38.107,44.057,11.236,1032.487,18.931,50.758,22.384,12.129,534.195,18.929,92.962,19.695,18.674,1304.227,13.839,109.562,20.304,13.812,2152.433,80.957,112.264,25.062,12.383,41.064,28.645,184.617,40.961,13.330
Omar3-Sleep stage 1-19,34.552,30.381,78.739,31.259,9.747,302.816,12.312,36.765,13.536,3.664,6.067,1.025,3.194,3.190,2.606,40.755,5.379,19.386,14.337,8.240,109.397,14.627,3.658,12.840,21.359,1463.546,47.796,103.833,23.407,36.296,30.042,21.600,183.325,17.848,11.367,631.818,44.438,264.697,39.647,17.136,11838.955,243.249,104.281,30.689,20.093,6828.876,227.925,130.934,46.883,24.931,3540.694,226.347,151.709,32.670,25.180,979.994,28.973,114.604,32.316,12.648,943.089,109.066,162.602,35.763,37.224,349.610,22.139,237.529,49.019,18.578
Omar3-Sleep stage 1-20,26.558,26.253,89.333,16.430,6.431,258.771,10.868,50.710,14.926,4.667,12.304,1.081,7.305,3.454,3.332,128.975,4.283,30.909,16.878,12.730,20.643,2.845,10.047,13.342,12.875,5063.580,10.503,120.498,19.318,12.323,90.194,11.303,145.174,23.145,5.771,1208.570,59.137,146.460,33.625,13.458,16970.244,356.456,99.637,60.708,13.753,11281.386,337.704,58.062,33.331,10.748,542.747,33.422,38.200,39.626,9.350,696.540,35.014,52.201,29.818,8.575,3108.349,16.926,55.069,26.178,14.179,70.834,29.540,90.827,31.527,15.953
Omar3-Sleep stage 1-21,20.236,33.372,37.287,10.705,6.392,178.331,13.956,32.593,9.761,3.869,3.534,2.308,3.034,2.118,2.952,12.885,9.856,15.058,6.379,2.128,88.479,8.399,10.614,11.155,7.482,10386.813,11.444,51.311,18.971,7.078,62.661,5.867,57.037,14.647,3.985,603.522,13.317,164.158,47.026,9.079,9907.017,55.586,50.815,38.868,7.235,6974.582,24.086,46.547,17.374,8.929,277.881,15.956,27.844,17.315,8.914,2549.990,13.572,46.255,11.851,11.141,758.176,34.638,30.415,17.224,9.927,26.465,23.651,65.104,21.288,9.274
Omar3-Sleep stage 1-22,27.666,14.660,90.595,19.698,6.686,258.404,12.549,60.088,18.510,6.842,7.837,2.245,6.517,4.078,3.090,51.074,8.860,24.900,10.228,7.386,25.599,8.056,7.452,14.840,10.938,2033.654,26.521,79.978,25.428,8.086,33.014,11.869,105.298,14.923,8.068,734.810,66.445,211.531,34.642,12.014,8420.258,74.604,168.604,29.945,9.350,5336.835,146.425,57.572,13.793,12.775,1036.832,48.597,34.486,12.201,7.483,1541.553,14.714,56.904,18.109,7.920,1558.824,38.795,55.785,17.487,6.953,123.216,18.092,91.321,34.242,6.289
Omar3-Sleep stage 1-23,81.837,13.521,34.357,20.718,6.634,88.594,10.464,18.412,19.077,6.689,11.598,1.077,2.943,3.633,1.984,55.592,4.596,9.299,8.869,5.402,23.248,4.555,8.574,11.403,5.755,1557.143,12.370,54.301,16.978,8.994,17.629,6.419,34.733,17.587,5.611,330.372,33.714,60.271,48.327,4.548,6392.584,160.618,54.667,35.674,3.562,4017.970,98.994,65.813,27.208,6.774,773.519,58.126,31.191,21.118,6.068,1851.633,30.885,45.463,13.764,6.847,5947.722,130.639,82.505,22.964,6.596,106.175,16.474,48.616,24.251,6.237
Omar3-Sleep stage 1-24,42.961,18.355,40.110,27.898,9.009,142.745,8.248,27.440,16.904,9.934,2.852,1.324,1.888,2.530,2.916,28.162,6.477,11.476,11.899,9.551,119.219,3.310,6.543,9.662,8.793,2164.137,20.616,95.397,21.827,6.633,91.865,22.676,215.791,22.766,4.563,442.781,20.135,282.099,68.859,10.182,3579.289,89.602,93.769,44.299,9.155,2710.128,35.510,28.338,21.767,12.345,89.314,20.604,24.078,31.092,12.785,418.335,11.420,26.510,27.449,9.199,224.100,19.565,25.109,31.256,9.443,58.029,24.160,42.923,44.060,14.857
Omar3-Sleep stage 1-25,39.203,17.684,96.867,26.051,6.330,228.296,7.125,46.908,23.509,6.734,7.913,1.344,6.741,2.376,3.181,65.926,3.956,29.253,11.245,4.082,169.809,2.398,10.923,10.934,6.437,1991.518,47.112,81.552,24.120,7.905,277.393,7.481,112.219,29.258,6.066,152.381,23.906,238.438,32.112,9.081,2767.357,80.072,64.737,17.380,6.855,1821.278,67.183,39.747,20.035,8.422,347.957,49.591,52.734,15.414,5.103,1700.516,12.967,81.864,24.372,5.993,1139.918,28.081,35.736,24.354,8.254,55.187,11.898,140.811,33.442,11.075
Omar3-Sleep stage 1-26,52.512,13.313,45.766,18.904,3.429,126.502,12.763,29.379,13.239,4.246,7.557,1.560,1.903,2.784,1.622,66.765,12.826,10.284,13.856,2.915,43.542,4.133,11.977,14.337,4.182,404.845,15.769,133.934,26.643,9.040,51.266,20.191,284.437,55.630,4.189,739.096,78.239,384.296,66.433,9.650,7924.250,98.123,237.021,40.775,7.612,6426.574,77.255,112.097,25.756,11.515,705.970,33.438,85.309,34.542,10.452,1325.911,13.804,60.402,42.601,7.609,942.878,80.649,52.250,39.528,6.722,56.837,19.075,49.880,61.368,10.726
Omar3-Sleep stage 1-27,83.746,43.976,97.574,18.422,7.964,74.506,30.901,36.775,14.192,4.667,8.190,2.339,6.977,2.694,2.287,45.962,12.721,25.602,8.246,4.286,34.708,9.943,13.138,9.513,4.556,2727.701,35.171,88.727,12.629,5.882,11.744,17.488,161.892,13.323,6.104,494.595,67.801,300.861,71.553,6.280,3924.138,127.609,169.881,60.173,7.340,2989.997,36.109,67.759,34.030,10.141,487.195,106.014,122.836,22.771,6.150,449.299,40.961,132.187,19.075,7.280,1115.611,139.526,159.007,30.955,8.650,54.257,44.051,216.650,26.301,8.100
Omar3-Sleep stage 1-28,261.836,15.913,75.216,23.737,5.173,302.091,3.790,43.318,17.518,6.110,19.602,1.207,2.848,2.043,2.339,188.807,3.678,21.466,6.155,4.701,203.535,4.504,6.634,19.571,7.460,2565.451,40.786,115.110,19.976,10.848,33.011,15.498,148.686,15.421,3.614,4260.251,54.899,381.222,93.118,14.558,53272.459,699.570,184.360,80.276,12.752,41166.188,492.103,60.147,37.155,13.274,1188.685,21.726,43.303,31.456,11.044,6464.466,44.336,57.414,23.410,9.406,1114.514,30.157,43.480,34.932,9.693,409.150,20.630,85.488,46.476,8.007
Omar3-Sleep stage 1-29,51.940,24.987,68.007,21.290,4.223,104.288,11.234,50.482,14.116,7.264,5.727,1.331,3.735,3.341,2.655,32.085,6.770,30.255,7.582,3.596,67.114,4.677,6.190,13.917,8.365,866.505,5.964,116.401,24.340,9.125,30.333,9.909,214.957,24.113,4.340,468.796,26.252,560.987,53.042,8.092,6731.855,162.380,162.267,37.375,7.914,4862.371,45.293,59.159,25.034,11.942,185.170,18.875,78.463,16.883,5.388,786.367,17.363,92.443,15.787,7.200,342.839,28.246,96.801,24.433,9.712,105.722,28.301,131.894,33.522,8.773
Omar3-Sleep stage 1-30,86.223,19.700,49.538,21.468,4.472,33.593,11.148,32.038,10.995,5.875,4.042,1.678,3.468,2.192,1.545,26.693,4.444,14.219,6.649,4.680,81.735,3.499,6.398,10.787,9.448,7506.053,39.055,43.513,14.697,10.101,81.616,4.583,89.583,18.904,5.311,1534.643,36.007,195.438,75.375,5.778,11608.280,375.950,129.558,108.530,11.134,10658.067,141.630,29.386,41.086,10.942,875.795,42.277,40.459,19.574,3.885,1539.446,18.174,52.002,23.896,7.092,5341.216,48.879,51.099,24.249,5.073,78.161,10.790,76.436,42.970,6.455
Omar3-Sleep stage 1-31,82.812,10.391,44.028,17.844,4.892,18.900,9.687,21.204,17.023,5.847,2.531,2.468,2.674,4.041,2.260,19.177,5.796,15.720,13.329,3.934,102.387,8.636,4.619,12.653,6.715,3636.572,10.457,69.129,15.343,7.935,115.760,5.673,98.979,22.713,4.604,558.662,18.336,218.979,82.055,8.325,5157.411,47.345,120.693,46.706,7.205,4081.478,18.960,49.191,26.431,7.945,957.284,148.675,45.813,16.674,10.663,435.557,30.878,56.278,17.916,5.171,3773.218,59.898,36.812,18.075,6.327,30.282,20.570,61.000,27.132,8.605
Omar3-Sleep stage 1-32,28.150,15.729,61.949,16.531,6.502,59.510,9.466,48.969,19.153,8.277,1.858,0.982,4.273,3.762,2.003,14.911,4.288,25.811,9.652,3.959,111.837,2.863,5.223,14.933,6.518,3530.837,12.968,91.918,26.401,5.804,23.282,13.099,183.978,27.216,2.255,502.790,9.718,383.029,57.042,4.898,4387.307,91.532,72.589,42.308,5.002,3426.875,29.209,31.017,31.535,4.986,324.207,29.490,31.418,28.873,7.591,818.914,9.094,64.307,21.315,5.113,10608.495,72.893,46.334,24.040,4.992,43.118,16.976,89.215,28.425,6.372
Omar3-Sleep stage 1-33,87.042,21.260,81.518,22.730,5.506,19.612,14.294,49.079,8.784,6.060,6.833,1.876,4.924,2.688,3.777,54.238,10.944,22.412,6.723,4.201,95.054,6.193,5.589,14.377,7.142,2210.506,29.437,91.482,21.034,4.997,30.702,38.759,200.811,21.464,2.715,223.818,107.922,276.987,53.785,6.343,1383.634,87.315,145.546,42.875,7.215,1440.659,41.498,63.881,30.783,7.192,292.566,9.497,58.381,18.065,6.703,696.676,11.260,74.828,25.290,5.568,548.142,15.606,68.855,25.037,4.729,77.518,19.053,115.325,31.309,7.489
Omar3-Sleep stage 1-34,92.784,15.604,10.279,15.795,5.336,121.169,9.930,7.544,11.891,6.155,11.035,1.755,1.244,3.786,2.181,41.293,8.245,2.958,6.680,2.857,58.990,5.918,4.370,12.277,6.830,735.449,44.992,33.316,19.619,9.387,22.082,5.959,25.585,16.422,4.975,141.473,26.440,68.572,33.697,5.452,1708.032,53.035,70.618,23.604,6.214,914.913,24.777,21.537,19.286,13.929,1733.046,53.686,21.415,16.554,9.479,687.651,14.485,5.711,17.174,10.860,5214.209,48.038,9.190,25.575,11.075,25.722,11.969,4.791,27.644,11.824
Omar3-Sleep stage 1-35,45.163,12.347,22.347,18.426,7.484,87.197,8.381,8.658,12.283,8.395,2.195,1.178,1.224,3.235,3.274,34.378,10.509,3.961,8.613,6.363,118.936,5.313,2.326,11.035,6.004,843.650,20.324,22.101,18.939,4.529,16.952,4.253,27.518,16.280,4.353,87.660,19.233,121.487,31.432,6.677,1546.174,47.623,65.648,24.708,6.354,801.985,23.725,17.422,18.772,7.563,1042.846,59.432,70.592,14.267,5.757,1156.328,19.608,12.429,14.329,6.942,347.527,56.011,9.605,18.949,6.451,65.380,19.737,26.833,20.197,7.480
Omar3-Sleep stage 1-36,17.678,13.295,29.719,25.681,4.781,12.530,4.467,20.216,15.508,8.014,2.979,0.865,2.489,3.620,2.183,49.319,6.349,13.047,11.595,3.658,11.016,3.043,5.386,9.348,3.696,2999.686,36.491,72.358,19.154,4.827,35.238,8.935,101.423,20.305,4.418,31.512,12.374,80.414,49.908,4.663,430.750,28.074,62.458,31.017,4.393,316.325,25.811,30.663,21.914,8.759,1237.922,16.233,70.484,27.682,4.178,463.453,9.987,57.922,30.037,8.463,4599.611,107.861,90.220,36.740,4.173,12.896,20.249,74.085,44.389,8.063
Omar3-Sleep stage 1-37,154.135,18.351,95.652,21.609,3.777,60.795,8.808,17.709,16.875,5.587,5.705,1.191,1.836,2.655,1.209,45.555,4.408,12.498,13.981,4.871,13.927,4.183,6.718,8.095,5.682,880.382,14.893,99.129,19.799,9.248,79.161,8.677,140.255,21.539,6.071,97.837,30.963,162.150,37.871,9.206,695.665,47.661,127.821,43.519,8.866,166.511,9.165,78.659,26.440,8.692,128.781,34.875,127.037,22.659,6.428,1181.213,26.239,84.620,19.130,8.171,2121.975,70.427,91.733,21.686,9.980,178.421,14.286,89.068,23.471,9.488
Omar3-Sleep stage 1-38,68.041,13.216,35.531,21.580,8.045,70.467,7.651,31.731,12.805,5.044,6.596,1.236,2.815,2.452,2.890,31.768,4.972,17.324,9.322,8.320,10.395,2.231,8.325,9.223,7.745,780.037,25.085,73.008,25.778,9.083,15.787,15.531,151.924,38.580,6.379,2847.141,12.370,58.900,48.875,9.574,32931.977,16.309,33.461,26.737,13.092,24381.349,12.121,23.303,16.245,13.049,209.344,43.393,32.789,20.584,6.245,2612.676,25.310,46.881,16.856,7.386,1846.129,82.137,41.296,14.670,6.378,16.910,10.955,39.719,27.403,7.630
Omar3-Sleep stage 1-39,76.551,21.425,30.531,28.525,4.201,155.739,12.880,30.172,25.598,3.724,7.565,1.077,1.001,2.453,1.578,95.847,7.621,14.521,15.741,3.878,28.785,5.173,4.031,11.027,5.947,2110.517,17.870,81.013,24.845,10.178,54.771,9.032,132.003,33.352,6.234,1732.531,68.928,507.962,139.319,12.188,20377.256,248.439,191.826,61.713,8.808,15456.306,263.814,154.603,51.827,7.997,317.953,34.514,19.743,27.816,9.148,1330.006,64.459,37.824,34.786,6.501,478.274,38.489,38.973,34.811,6.833,65.171,24.655,38.751,48.488,11.540
Omar3-Sleep stage 1-40,27.806,26.379,22.118,17.403,5.244,82.244,10.220,16.550,14.271,7.654,5.274,1.182,3.315,3.170,2.658,21.090,6.244,14.640,8.602,2.975,19.338,3.217,6.019,6.446,8.414,831.864,25.822,41.364,17.544,6.012,51.986,10.314,41.979,12.410,2.917,1854.640,70.775,157.336,39.727,6.330,39407.281,588.423,154.232,76.802,6.615,25839.839,415.901,120.231,49.488,9.094,511.472,137.664,52.371,16.942,4.558,2097.629,45.884,47.526,17.037,6.623,727.389,66.439,32.330,22.285,7.981,72.347,51.130,51.088,21.856,4.967
Omar3-Sleep stage 1-41,22.635,14.940,36.755,38.875,6.320,113.071,9.025,19.855,13.432,6.865,8.660,0.690,1.905,2.647,3.023,22.337,2.740,11.114,6.019,4.342,68.531,3.458,3.227,13.169,7.908,5247.308,23.665,113.072,13.803,8.965,30.315,21.237,113.114,9.783,5.227,42.559,17.454,254.626,35.879,7.311,449.040,43.333,132.616,33.272,7.797,206.563,13.519,44.019,18.031,7.854,434.338,66.724,40.530,16.653,4.703,121.468,12.043,36.790,20.177,9.458,7339.782,56.574,37.621,23.215,5.725,27.218,16.571,47.348,36.539,9.030
Omar3-Sleep stage 1-42,52.027,18.034,13.220,13.663,4.970,122.036,9.249,7.944,10.713,5.687,3.774,0.774,0.685,1.343,1.579,36.388,5.622,5.909,6.954,3.135,58.253,5.210,4.502,7.124,4.963,555.055,13.738,25.817,20.609,8.541,20.744,5.785,21.113,19.082,5.363,116.232,9.389,50.533,23.607,3.984,1508.280,14.088,54.588,17.406,4.606,1050.827,21.555,26.668,14.814,7.471,888.829,63.662,23.678,11.707,3.677,529.400,22.763,21.450,10.959,6.754,7323.393,160.050,45.884,14.636,6.278,99.704,17.556,30.259,17.775,5.052
Omar3-Sleep stage 1-43,85.964,5.766,79.087,26.961,5.430,172.062,7.629,33.605,16.446,4.706,14.000,1.516,4.283,3.074,2.339,116.466,11.240,15.087,10.794,3.296,175.115,5.167,4.531,8.612,5.220,1319.740,23.648,49.159,15.807,7.508,11.778,11.281,54.433,10.760,3.776,183.007,41.203,227.720,44.444,10.768,199.667,57.825,120.100,39.309,10.242,619.785,21.502,51.712,27.867,11.054,256.743,26.846,27.456,25.557,6.805,198.983,51.319,44.486,22.545,6.002,1470.392,24.374,27.996,35.102,6.665,29.112,47.938,72.384,40.664,7.782
